id,which_grant,funder_id,funder_name,award_id
W2104231587,1,F4320332161,National Institutes of Health,R01 NS43486
W2047312923,1,F4320306076,National Science Foundation,NA
W2166809922,1,F4320306493,Abbott Laboratories,NA
W2015739924,1,F4320306230,American Heart Association,GM07628
W2015739924,2,F4320332161,National Institutes of Health,HD15052
W2015739924,3,F4320332161,National Institutes of Health,EY08126
W2015739924,4,F4320332161,National Institutes of Health,CA68485
W2015739924,5,F4320332161,National Institutes of Health,MH62651
W2015739924,6,F4320332161,National Institutes of Health,EY11500
W2015739924,7,F4320332161,National Institutes of Health,GM 060019
W2015739924,8,F4320332161,National Institutes of Health,DK20593
W2015739924,9,F4320332161,National Institutes of Health,EY 06641
W2015739924,10,F4320332161,National Institutes of Health,DK58404
W2015739924,11,F4320332161,National Institutes of Health,NEI 012982
W2015739924,12,F4320332161,National Institutes of Health,EY012155
W2015739924,13,F4320332161,National Institutes of Health,EY012703
W2015739924,14,F4320332161,National Institutes of Health,GM 63097
W2015739924,15,F4320332161,National Institutes of Health,NS45117
W2116393970,1,F4320306078,U.S. Department of Defense,DAMD17‐02‐1‐0604
W2116393970,2,F4320309151,Vanderbilt University,NA
W2116393970,3,F4320309272,Wayne State University,NA
W2116393970,4,F4320309291,Indiana University,NA
W2116393970,5,F4320332161,National Institutes of Health,CA95004
W2116393970,6,F4320332974,SmithKline Beecham Pharma,NA
W2039907359,1,F4320306706,Charlotte Geyer Foundation,CA69457
W2039907359,2,F4320306706,Charlotte Geyer Foundation,DK52334
W1985946354,1,F4320306127,U.S. Department of Veterans Affairs,NA
W1985946354,2,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,5P30DH26557
W1985946354,3,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,DH15289
W2078753358,1,F4320332161,National Institutes of Health,GM33944
W2010900422,1,F4320306523,Alexander and Margaret Stewart Trust,NA
W2010900422,2,F4320308295,Leukemia and Lymphoma Society,NA
W2010900422,3,F4320310652,Charles A. King Trust,NA
W2010900422,4,F4320320338,Human Frontier Science Program,GM39341
W2010900422,5,F4320332161,National Institutes of Health,NA
W2095435077,1,F4320306078,U.S. Department of Defense,PC031161
W2016062439,1,F4320321001,National Natural Science Foundation of China,30328009
W2016062439,2,F4320321851,Fudan University,NA
W2097664895,1,F4320320879,Deutsche Forschungsgemeinschaft,DFG STR 480/ 9-1
W2097664895,2,F4320320893,Institut National de la Santé et de la Recherche Médicale,EY14898
W2097664895,3,F4320320893,Institut National de la Santé et de la Recherche Médicale,EY14465
W2097664895,4,F4320320893,Institut National de la Santé et de la Recherche Médicale,EY13160
W2026008881,1,F4320337351,National Cancer Institute,CA 29502
W2160979761,1,F4320332161,National Institutes of Health,R01GM0707501
W2113809178,1,F4320311951,Arizona Cotton Research and Protection Council,NA
W2172047194,1,F4320306182,March of Dimes Foundation,1-FY02-233
W2172047194,2,F4320332161,National Institutes of Health,GM54832-09
W2046050698,1,F4320306082,Howard Hughes Medical Institute,NA
W2046050698,2,F4320337354,National Institute of General Medical Sciences,GM65235
