id,which_grant,funder_id,funder_name,award_id
W2096367061,1,F4320310388,Novartis Pharmaceuticals Corporation,NA
W2169820248,1,F4320307773,GlaxoSmithKline,NA
W2169820248,2,F4320332161,National Institutes of Health,R01 AI083497
W2169820248,3,F4320332161,National Institutes of Health,DP1 OD012198
W2169820248,4,F4320332161,National Institutes of Health,GM112547
W2169820248,5,F4320332161,National Institutes of Health,S10 1 S10 RR025679 01
W2169820248,6,F4320332161,National Institutes of Health,R01 AI020211
W2109326791,1,F4320332161,National Institutes of Health,U24CA160034
W2103808574,1,F4320307778,Novartis,NA
W2103808574,2,F4320310388,Novartis Pharmaceuticals Corporation,NA
W2010390756,1,F4320306082,Howard Hughes Medical Institute,NA
W2010390756,2,F4320306147,Brain and Behavior Research Foundation,19233
W2010390756,3,F4320332161,National Institutes of Health,HD071982
W2010390756,4,F4320334678,European Research Council,281338
W2052740597,1,F4320307874,Wellcome,096831/Z/11/Z
W2052740597,2,F4320320390,Australian Cancer Research Foundation,NA
W2052740597,3,F4320322858,State Government of Victoria,Operational Infrastructure Support (OIS)
W2052740597,4,F4320332161,National Institutes of Health,GM112547
W2052740597,5,F4320334678,European Research Council,294880
W2052740597,6,F4320334705,National Health and Medical Research Council,461221
W2099437253,1,F4320337346,National Institute of Mental Health,MH096764
W2099437253,2,F4320337346,National Institute of Mental Health,MH071537
W1996406602,1,F4320321001,National Natural Science Foundation of China,81271405
W2090688353,1,F4320306127,U.S. Department of Veterans Affairs,I01BX002363
W2090688353,2,F4320337349,NIH Office of the Director,AR056090
W2144331651,1,F4320306127,U.S. Department of Veterans Affairs,RO1-DK-071594
W2144331651,2,F4320306127,U.S. Department of Veterans Affairs,13POST16400004
W2144331651,3,F4320306127,U.S. Department of Veterans Affairs,KO1-DK-097192
W2144331651,4,F4320306230,American Heart Association,RO1-DK-071594
W2144331651,5,F4320306230,American Heart Association,13POST16400004
W2144331651,6,F4320306230,American Heart Association,KO1-DK-097192
W2144331651,7,F4320332161,National Institutes of Health,RO1-DK-071594
W2144331651,8,F4320332161,National Institutes of Health,13POST16400004
W2144331651,9,F4320332161,National Institutes of Health,KO1-DK-097192
W2144331651,10,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,RO1-DK-071594
W2144331651,11,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,13POST16400004
W2144331651,12,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,KO1-DK-097192
W2034042493,1,F4320306684,Epilepsy Foundation,220691
W1972627060,1,F4320337354,National Institute of General Medical Sciences,5P01GM068036
W2315083496,1,F4320332161,National Institutes of Health,R01 CA163481
W2114716625,1,F4320332161,National Institutes of Health,GM049245-21
W2800440062,1,F4320332161,National Institutes of Health,P30CA138292
W2800440062,2,F4320332161,National Institutes of Health,R01 DK060684
W2800440062,3,F4320332161,National Institutes of Health,5T32GM008602
W2066610273,1,F4320306076,National Science Foundation,PHY-0957573
W2066610273,2,F4320332161,National Institutes of Health,K25 GM098875-02
W1984984832,1,F4320332161,National Institutes of Health,1S10OD012077-01A1
W1984984832,2,F4320337354,National Institute of General Medical Sciences,R01GM077379
W1984984832,3,F4320337393,Division of Chemistry,CHE 0836757
W1984984832,4,F4320337393,Division of Chemistry,CHE-1205646
W2082324493,1,F4320306230,American Heart Association,Postdoctoral fellowship
W2082324493,2,F4320337338,"National Heart, Lung, and Blood Institute",HHSN268201000043C
W2082324493,3,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,DP3DK094346
W2082324493,4,F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",CBET-0939511
W2037255773,1,F4320320893,Institut National de la Santé et de la Recherche Médicale,P50NS071669-01
W2118605659,1,F4320306352,Georgia Cancer Coalition,#00026700
W2034795991,1,F4320306095,American Cancer Society,NA
W2034795991,2,F4320308295,Leukemia and Lymphoma Society,NA
W2034795991,3,F4320337354,National Institute of General Medical Sciences,GM082856
W2318955792,1,F4320337393,Division of Chemistry,CHE-1004560
W2318955792,2,F4320337480,Basic Energy Sciences,DE-ER15377
W1909655902,1,F4320306219,Alzheimer's Association,NIRG-12-242297
W1909655902,2,F4320337337,National Institute on Aging,AG038259
W1909655902,3,F4320337359,National Institute of Neurological Disorders and Stroke,P30NS055077
W1975473230,1,F4320332161,National Institutes of Health,"1K23CA164015, CA116676, P30CA138292, P30CA47904 and U01CA099168"
W1999442315,1,F4320332161,National Institutes of Health,T32AI007403
W1999442315,2,F4320332161,National Institutes of Health,R01GM093279
W1999442315,3,F4320332161,National Institutes of Health,R01GM095693
W2048136906,1,F4320306095,American Cancer Society,121728-RSG-12-004-01-CNE
W2048136906,2,F4320332161,National Institutes of Health,NA
W2048136906,3,F4320337351,National Cancer Institute,R01 CA169127
W2048136906,4,F4320337351,National Cancer Institute,R00CA131489
W2112167480,1,F4320332161,National Institutes of Health,CA174786
W2112167480,2,F4320332161,National Institutes of Health,CA175316
W2112167480,3,F4320332161,National Institutes of Health,CA183594
W2112167480,4,F4320332161,National Institutes of Health,CA140515
W2112167480,5,F4320332161,National Institutes of Health,P50CA128613
W2024390232,1,F4320306080,Foundation for the National Institutes of Health,HD 053312
W2024390232,2,F4320306080,Foundation for the National Institutes of Health,GM024129
W2104981497,1,F4320332161,National Institutes of Health,R01DK091369
W2104981497,2,F4320332161,National Institutes of Health,U01HL65520
W2104981497,3,F4320332161,National Institutes of Health,U01HL65521
W2104981497,4,F4320332161,National Institutes of Health,R21HL092363
W2104981497,5,F4320332161,National Institutes of Health,K01AG034259
W2104981497,6,F4320332161,National Institutes of Health,U01HL41642
W1966270876,1,F4320332161,National Institutes of Health,K01DK081351
W1989755029,1,F4320332161,National Institutes of Health,T32 HL007915
W1989755029,2,F4320332161,National Institutes of Health,P50 HL74731
W1989755029,3,F4320332161,National Institutes of Health,UL1RR024134
W1989755029,4,F4320337375,National Center for Research Resources,T32 HL007915
W1989755029,5,F4320337375,National Center for Research Resources,P50 HL74731
W1989755029,6,F4320337375,National Center for Research Resources,UL1RR024134
W2335524194,1,F4320337338,"National Heart, Lung, and Blood Institute",HHSN268201000043C
W2335524194,2,F4320337351,National Cancer Institute,RC2CA148265
W2335524194,3,F4320337351,National Cancer Institute,R01CA163256
W2335524194,4,F4320337351,National Cancer Institute,R00CA153914
W2335524194,5,F4320337393,Division of Chemistry,CHE-1309817
W2128779436,1,F4320332161,National Institutes of Health,GM095659
W2128779436,2,F4320332161,National Institutes of Health,CA157919
W2149052962,1,F4320332161,National Institutes of Health,DK39588
W2083901877,1,F4320337330,National Institute on Alcohol Abuse and Alcoholism,1P50AA135757
W2083901877,2,F4320337330,National Institute on Alcohol Abuse and Alcoholism,5T32AA013528-08
W2083901877,3,F4320337330,National Institute on Alcohol Abuse and Alcoholism,R01 AA12197
W2090228228,1,F4320332161,National Institutes of Health,P50AG025688
W2090228228,2,F4320332161,National Institutes of Health,5T32GM008367
W2090228228,3,F4320332161,National Institutes of Health,P30NS055077
W2015656754,1,F4320306186,MetLife Foundation,116491
W2015656754,2,F4320332161,National Institutes of Health,HSN268201300162P
W2015656754,3,F4320334593,Natural Sciences and Engineering Research Council of Canada,NA
W2015656754,4,F4320337375,National Center for Research Resources,P20 RR17708
W1560291128,1,F4320332161,National Institutes of Health,NS057255
W1990210543,1,F4320332161,National Institutes of Health,PO1HD22657
W1558539543,1,F4320307778,Novartis,NA
W1963696807,1,F4320332161,National Institutes of Health,P50CA128613
W2071027270,1,F4320315019,Simons Foundation Autism Research Initiative,239320
W1945545021,1,F4320332161,National Institutes of Health,NS082354
W2090356260,1,F4320310178,Waisman Center,P30 HD03352
W2090356260,2,F4320337364,National Institute of Child Health and Human Development,P30 HD003100-S1
W2030087337,1,F4320332161,National Institutes of Health,GM61268
W2030087337,2,F4320332161,National Institutes of Health,GM090158
W2146666683,1,F4320332161,National Institutes of Health,9R15HD078017-03A1
W2146666683,2,F4320332161,National Institutes of Health,R21DA033478
W2008618128,1,F4320337346,National Institute of Mental Health,P50AG025688
W2008618128,2,F4320337359,National Institute of Neurological Disorders and Stroke,R01NS077982
W1821892935,1,F4320309037,Office of Research and Development,NA
W1821892935,2,F4320337337,National Institute on Aging,AG-040013
W2006682072,1,F4320310557,BioMarin Pharmaceutical,NA
W2022208225,1,F4320332161,National Institutes of Health,HD044398
W1511899078,1,F4320321001,National Natural Science Foundation of China,81130044
W1511899078,2,F4320332161,National Institutes of Health,R01CA171189
W1963765285,1,F4320332161,National Institutes of Health,R01 DK072564
W1963765285,2,F4320332161,National Institutes of Health,R01 DK079392
W1963765285,3,F4320332161,National Institutes of Health,R01 DK061379
W1963765285,4,F4320332161,National Institutes of Health,R01 DK055679
W1963765285,5,F4320332161,National Institutes of Health,DK059888
W1963765285,6,F4320332161,National Institutes of Health,DK064399
W2086626108,1,F4320332161,National Institutes of Health,R01 CA127910
W2086626108,2,F4320332161,National Institutes of Health,R01 CA129968
W1495971516,1,F4320332161,National Institutes of Health,GM-032843
W1902034166,1,F4320337359,National Institute of Neurological Disorders and Stroke,NS040470
W1902034166,2,F4320337364,National Institute of Child Health and Human Development,HD053312
W2057508736,1,F4320332161,National Institutes of Health,RR-15301
W1976290939,1,F4320332161,National Institutes of Health,2R01-CA077337
W1976290939,2,F4320332161,National Institutes of Health,5R01-CA132065
W2012648887,1,F4320332161,National Institutes of Health,R21 CA147922
W2012648887,2,F4320332161,National Institutes of Health,R01 GM058728
W2012648887,3,F4320332161,National Institutes of Health,R01 GM094198
W2012648887,4,F4320332161,National Institutes of Health,F31 CA168321
W2012648887,5,F4320332161,National Institutes of Health,T32 GM008367
W2095439482,1,F4320306737,International Retinal Research Foundation,Postdoctoral scholar award
W2095439482,2,F4320306811,Research to Prevent Blindness,Scholar award
W2095439482,3,F4320332161,National Institutes of Health,R37DK048807
