id,which_grant,funder_id,funder_name,award_id
W2171108941,1,F4320306123,FRAXA Research Foundation,NA
W2171108941,2,F4320306305,Dana Foundation,NA
W2171108941,3,F4320332161,National Institutes of Health,NS051127
W2053555570,1,F4320306127,U.S. Department of Veterans Affairs,NA
W2053555570,2,F4320306230,American Heart Association,HL62300
W2053555570,3,F4320332161,National Institutes of Health,HL73753
W2053555570,4,F4320332161,National Institutes of Health,HL64828
W2060711343,1,F4320334629,Biotechnology and Biological Sciences Research Council,NA
W1975964631,1,F4320308295,Leukemia and Lymphoma Society,6249‐05
W1975964631,2,F4320321001,National Natural Science Foundation of China,30200257
W1975964631,3,F4320321106,Ministry of Education of the People's Republic of China,02136
W2754065575,1,F4320332161,National Institutes of Health,5T32GM008367
W2769346879,1,F4320332161,National Institutes of Health,1RO1NS40825
W3175556763,1,F4320332161,National Institutes of Health,DA00418
W3175556763,2,F4320332161,National Institutes of Health,RR00165
W3175556763,3,F4320332161,National Institutes of Health,DA15162
W89547416,1,F4320332161,National Institutes of Health,NA
W129396044,1,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,# DK41707
W3173511562,1,F4320332161,National Institutes of Health,NA
W3173511562,2,F4320337338,"National Heart, Lung, and Blood Institute",R01HL059798
W3173511562,3,F4320337338,"National Heart, Lung, and Blood Institute",R01HL072707
W3177264780,1,F4320337357,National Institute of Diabetes and Digestive and Kidney Diseases,NA
W3177400073,1,F4320332161,National Institutes of Health,GM 46897
W31924728,1,F4320332505,U.S. Public Health Service,DA13326
W31924728,2,F4320332505,U.S. Public Health Service,DA12514
W31924728,3,F4320332505,U.S. Public Health Service,DA00517
W31924728,4,F4320332505,U.S. Public Health Service,DA15902
W31924728,5,F4320332505,U.S. Public Health Service,RR00165
W6341553,1,F4320332161,National Institutes of Health,NA
W67592441,1,F4320332161,National Institutes of Health,PO1HL075209
W67592441,2,F4320332161,National Institutes of Health,HL67413
W953080864,1,F4320332161,National Institutes of Health,GM069971
W2012297570,1,F4320306089,American Diabetes Association,NA
W2012297570,2,F4320332161,National Institutes of Health,DK42502
W2016902990,1,F4320332161,National Institutes of Health,NA
W2016902990,2,F4320337351,National Cancer Institute,RO1-CA55724
W2016902990,3,F4320337351,National Cancer Institute,1P50CA95103
W2075749165,1,F4320306127,U.S. Department of Veterans Affairs,SFB 589
W2075749165,2,F4320306127,U.S. Department of Veterans Affairs,FOR 265
W2075749165,3,F4320306127,U.S. Department of Veterans Affairs,LSHB-CT-2005-512102
W2075749165,4,F4320306127,U.S. Department of Veterans Affairs,AG06528
W2075749165,5,F4320320300,European Commission,SFB 589
W2075749165,6,F4320320300,European Commission,FOR 265
W2075749165,7,F4320320300,European Commission,LSHB-CT-2005-512102
W2075749165,8,F4320320300,European Commission,AG06528
W2075749165,9,F4320320879,Deutsche Forschungsgemeinschaft,SFB 589
W2075749165,10,F4320320879,Deutsche Forschungsgemeinschaft,FOR 265
W2075749165,11,F4320320879,Deutsche Forschungsgemeinschaft,LSHB-CT-2005-512102
W2075749165,12,F4320320879,Deutsche Forschungsgemeinschaft,AG06528
W2075749165,13,F4320332161,National Institutes of Health,SFB 589
W2075749165,14,F4320332161,National Institutes of Health,FOR 265
W2075749165,15,F4320332161,National Institutes of Health,LSHB-CT-2005-512102
W2075749165,16,F4320332161,National Institutes of Health,AG06528
W2009071546,1,F4320332161,National Institutes of Health,NA
W2009071546,2,F4320337351,National Cancer Institute,CA68485
W2009071546,3,F4320337351,National Cancer Institute,CA105436
W2009071546,4,F4320337351,National Cancer Institute,1-RO1-GM 68953-01
W2009071546,5,F4320337351,National Cancer Institute,CA70856
W2009071546,6,F4320337351,National Cancer Institute,ES00267
W2009071546,7,F4320337351,National Cancer Institute,1-P50-CA113007-02
W2028393082,1,F4320332161,National Institutes of Health,HL65234
W2028393082,2,F4320332161,National Institutes of Health,AI59694
W2028393082,3,F4320332161,National Institutes of Health,HD047447
W2028393082,4,F4320332161,National Institutes of Health,LM007450
W2028393082,5,F4320332161,National Institutes of Health,GM31304
W2028393082,6,F4320332161,National Institutes of Health,HL65962
W2028393082,7,F4320332161,National Institutes of Health,AG20135
W2028393082,8,F4320332161,National Institutes of Health,AG19085
W2036237944,1,F4320332161,National Institutes of Health,P41 RR11823
W2036237944,2,F4320332161,National Institutes of Health,GM068786
W2053335879,1,F4320311904,Wellcome Trust,NA
W2053335879,2,F4320313998,Vanderbilt University Medical Center,GM37942
W2053335879,3,F4320313998,Vanderbilt University Medical Center,GM067871
W2053335879,4,F4320313998,Vanderbilt University Medical Center,ES00267
W2053335879,5,F4320332161,National Institutes of Health,CA68485
W2053335879,6,F4320334629,Biotechnology and Biological Sciences Research Council,NA
W2133920757,1,F4320332161,National Institutes of Health,1R01GM068953-01
W2393161580,1,F4320309601,Vanderbilt-Ingram Cancer Center,CCSG P30-CA6848
W2393161580,2,F4320332161,National Institutes of Health,RO1-CA88076
W2393161580,3,F4320332161,National Institutes of Health,RO1-CA112385
W2393161580,4,F4320332161,National Institutes of Health,RO1-CA70937
W2393161580,5,F4320332161,National Institutes of Health,RO1-CA89888
W1977941265,1,F4320309853,Nancy and Buster Alvord Endowment,NA
W1977941265,2,F4320332161,National Institutes of Health,AG023483
W1977941265,3,F4320332161,National Institutes of Health,AG24011
W1977941265,4,F4320332161,National Institutes of Health,AG05136
W1977941265,5,F4320332161,National Institutes of Health,AG022040
W2160235816,1,F4320306078,U.S. Department of Defense,DAMD 17-03-1-0439
W2160235816,2,F4320332161,National Institutes of Health,RO1 CA97456
W1989716662,1,F4320321001,National Natural Science Foundation of China,30328009
W1989716662,2,F4320321851,Fudan University,NA
W2043207154,1,F4320332161,National Institutes of Health,5T32HL007751
W2043207154,2,F4320332161,National Institutes of Health,5R01CA046413
W2043207154,3,F4320332161,National Institutes of Health,5P50CA095103
W2091789761,1,F4320306078,U.S. Department of Defense,RO1CA90899
W2091789761,2,F4320306078,U.S. Department of Defense,PC031161
W2091789761,3,F4320307864,International Union Against Cancer,ICRETT1025
W2049669319,1,F4320332161,National Institutes of Health,R25 GM59429
W2049669319,2,F4320332161,National Institutes of Health,CA75195
W3173598080,1,F4320332161,National Institutes of Health,GM70642
W3173598080,2,F4320332161,National Institutes of Health,GM63097
W3173598080,3,F4320332161,National Institutes of Health,AI58024
W3173598080,4,F4320332161,National Institutes of Health,EY05216
W3173598080,5,F4320332161,National Institutes of Health,EY11500
W1547374828,1,F4320332161,National Institutes of Health,DK51610
W3092881943,1,F4320332161,National Institutes of Health,EY09743
W3174702930,1,F4320332161,National Institutes of Health,EY10291
W3175522484,1,F4320332161,National Institutes of Health,EY11500
W3175522484,2,F4320332161,National Institutes of Health,NS45117
W3175522484,3,F4320332161,National Institutes of Health,GM63097
W3176132121,1,F4320332161,National Institutes of Health,5 T32 GM07628‐28
W3176908670,1,F4320332161,National Institutes of Health,EY11500
W3176908670,2,F4320332161,National Institutes of Health,EY05216
W3176908670,3,F4320332161,National Institutes of Health,GM63097
W3176908670,4,F4320332161,National Institutes of Health,GM70642
W3176908670,5,F4320332161,National Institutes of Health,AI58024
W3177032512,1,F4320332161,National Institutes of Health,HL58205
W839286827,1,F4320332161,National Institutes of Health,HL058205
W2096821445,1,F4320306082,Howard Hughes Medical Institute,NA
W2096821445,2,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",NA
W2096821445,3,F4320332161,National Institutes of Health,NA
W2096821445,4,F4320334629,Biotechnology and Biological Sciences Research Council,GM54409
W2096821445,5,F4320337347,National Institute on Drug Abuse,DA15495
W2096821445,6,F4320337347,National Institute on Drug Abuse,DA17749
W2020164435,1,F4320310831,Northern Arizona University,NA
W2020164435,2,F4320332140,Arizona Biomedical Research Commission,NA
W2049424432,1,F4320306142,John D. and Catherine T. MacArthur Foundation,NA
W2049424432,2,F4320320431,Australian National University,NA
W2041186267,1,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",HL23615
W2041186267,2,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",P01 AR41637
W2041186267,3,F4320332161,National Institutes of Health,NA
W2068245819,1,F4320308987,American Parkinson Disease Association,NA
W2068245819,2,F4320310160,University of Arizona,NA
W2068245819,3,F4320332161,National Institutes of Health,EY014403
W2014426276,1,F4320306084,U.S. Department of Energy,NA
W2014426276,2,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",DE-FG03-00ER15078
W2014426276,3,F4320334764,Japan Society for the Promotion of Science,NA
