id,which_grant,funder_id,funder_name,award_id
W2023263797,1,F4320306127,U.S. Department of Veterans Affairs,NA
W2023263797,2,F4320307765,Pfizer,NA
W2023263797,3,F4320309610,Health Services Research and Development,NA
W2023263797,4,F4320332161,National Institutes of Health,HL39006
W2023263797,5,F4320332161,National Institutes of Health,HL73753
W2023263797,6,F4320332161,National Institutes of Health,HL77398
W2071661596,1,F4320332161,National Institutes of Health,P01-HD30367
W2071661596,2,F4320332161,National Institutes of Health,R01-HL73469
W2022531328,1,F4320332161,National Institutes of Health,1RO1N540825
W2022531328,2,F4320332161,National Institutes of Health,1RO1N538664
W2125124193,1,F4320332161,National Institutes of Health,AR47314
W2125124193,2,F4320332161,National Institutes of Health,AR051372
W2125124193,3,F4320332161,National Institutes of Health,AR052730
W2125124193,4,F4320332161,National Institutes of Health,AR48884
W1980226003,1,F4320320300,European Commission,LSH-CT-2006-037315
W1980226003,2,F4320320879,Deutsche Forschungsgemeinschaft,SA434/4-1
W1980226003,3,F4320321114,Bundesministerium für Bildung und Forschung,01GS0479
W1980226003,4,F4320332161,National Institutes of Health,NS051834
W1980226003,5,F4320337350,National Eye Institute,EY010329
W1988333651,1,F4320337362,National Institute of Arthritis and Musculoskeletal and Skin Diseases,AR052255-02
W1982068546,1,F4320332161,National Institutes of Health,CA 85693
W1982068546,2,F4320332161,National Institutes of Health,ES 11163
W1982068546,3,F4320332161,National Institutes of Health,85693
W2070932938,1,F4320306597,American Epilepsy Society,NA
W2070932938,2,F4320307214,Citizens United for Research in Epilepsy,NA
W2070932938,3,F4320337359,National Institute of Neurological Disorders and Stroke,NA
W2075628440,1,F4320332161,National Institutes of Health,GM068680
W1966661437,1,F4320320879,Deutsche Forschungsgemeinschaft,NA
W1966661437,2,F4320332161,National Institutes of Health,GM69958
W1966661437,3,F4320332161,National Institutes of Health,AI046943
W2117737334,1,F4320332161,National Institutes of Health,P01 HD35576
W2014683560,1,F4320332161,National Institutes of Health,NA
W2061591470,1,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",13770761
W2061591470,2,F4320320912,"Ministry of Education, Culture, Sports, Science and Technology",10178102
W2061591470,3,F4320332161,National Institutes of Health,NA
W2061591470,4,F4320337359,National Institute of Neurological Disorders and Stroke,R01-NS45879
W2087680166,1,F4320307154,American Lung Association,RG-10215N
W2087680166,2,F4320307154,American Lung Association,LC-06-004
W2033832693,1,F4320332161,National Institutes of Health,Grants GM58692
W2010838917,1,F4320321181,Austrian Science Fund,NA
W105146300,1,F4320306903,Chesapeake Research Consortium,NA
W105146300,2,F4320334506,Canadian Institutes of Health Research,NA
W105146300,3,F4320334593,Natural Sciences and Engineering Research Council of Canada,NA
W172223892,1,F4320332505,U.S. Public Health Service,DA020645 and RR00165
W188032655,1,F4320332161,National Institutes of Health,NA
W2024880235,1,F4320332161,National Institutes of Health,DK20593
W2096803511,1,F4320332161,National Institutes of Health,EY11500
W2096803511,2,F4320332161,National Institutes of Health,GM 060019
W2096803511,3,F4320332161,National Institutes of Health,GM70642
W2096803511,4,F4320332161,National Institutes of Health,AI58024
W2153456094,1,F4320309151,Vanderbilt University,NA
W2009416161,1,F4320332161,National Institutes of Health,R01-GM51188
W2009416161,2,F4320332161,National Institutes of Health,R01-DE12308
W2009416161,3,F4320337351,National Cancer Institute,P30 CA36727
W2031966976,1,F4320332161,National Institutes of Health,AR051968
W2127268888,1,F4320332161,National Institutes of Health,NA
W2127268888,2,F4320337350,National Eye Institute,U10 EY12118-05
W2037017587,1,F4320332161,National Institutes of Health,NS048882-01
W2037017587,2,F4320332161,National Institutes of Health,NS41740
W2154473611,1,F4320306095,American Cancer Society,RSG 102299
W2154473611,2,F4320306127,U.S. Department of Veterans Affairs,NA
