id,which_grant,funder_id,funder_name,award_id
W2049200077,1,F4320306076,National Science Foundation,ECCS-1305586
W2122382231,1,F4320332161,National Institutes of Health,R01 CA163256
W2023691767,1,F4320306076,National Science Foundation,MCB-1350829
W2023691767,2,F4320306151,Alfred P. Sloan Foundation,NA
W2023691767,3,F4320306315,Camille and Henry Dreyfus Foundation,NA
W2023691767,4,F4320322434,Max-Planck-Gesellschaft,NA
W2023691767,5,F4320332161,National Institutes of Health,R01-GM097399
W2023691767,6,F4320337398,Division of Biological Infrastructure,1353939
W1972627060,1,F4320337354,National Institute of General Medical Sciences,5P01GM068036
W3103637522,1,F4320309381,Emory University,NA
W2322568728,1,F4320306084,U.S. Department of Energy,DE-FG02-05ER15694
W3098648983,1,F4320306076,National Science Foundation,CHE-1145227
W3098648983,2,F4320306076,National Science Foundation,CHE-1111364
W3098648983,3,F4320320879,Deutsche Forschungsgemeinschaft,RO 4637/1
W2063064537,1,F4320306076,National Science Foundation,ECCS-1218419
W2063064537,2,F4320306076,National Science Foundation,DMR-1218414
W2063064537,3,F4320306076,National Science Foundation,ECCS-1305586
W2038947125,1,F4320338281,Army Research Office,58245-CH-11
W2316828822,1,F4320321994,Hungarian Scientific Research Fund,NK83583
W2316828822,2,F4320337393,Division of Chemistry,CHE-1265725
W2316828822,3,F4320337393,Division of Chemistry,CHE-1145227
W267193040,1,F4320306076,National Science Foundation,CHE-126556
W2169315264,1,F4320338279,Air Force Office of Scientific Research,FA9550-13-1-0002
W2055486118,1,F4320309381,Emory University,NA
W2055486118,2,F4320320950,United States-Israel Binational Science Foundation,NA
W2055486118,3,F4320338279,Air Force Office of Scientific Research,NA
W2042103597,1,F4320306076,National Science Foundation,ECCS-1218419
W2063465418,1,F4320306084,U.S. Department of Energy,DE-FG02-97ER14782
W1972346855,1,F4320337354,National Institute of General Medical Sciences,GM068036
W1970327764,1,F4320321890,Foundation for Fundamental Research on Matter,NA
W1996860993,1,F4320332161,National Institutes of Health,R01-EB014877-01
W2324785371,1,F4320337480,Basic Energy Sciences,DE-FG02-97ER14782
W2335253449,1,F4320337480,Basic Energy Sciences,DEFG 02-97ER 14782
W2325031329,1,F4320338281,Army Research Office,W911NF-11-1-0477
