id,which_mesh,term,is_major_topic,qualifier_name
W2104638488,1,"DNA, Single-Stranded",TRUE,chemistry
W2104638488,2,"Models, Chemical",TRUE,
W2104638488,3,Biophysical Phenomena,FALSE,
W2104638488,4,Biophysics,FALSE,
W2104638488,5,"DNA, Single-Stranded",FALSE,
W2104638488,6,Elasticity,FALSE,
W2104638488,7,Microspheres,FALSE,
W2104638488,8,Motion,FALSE,
W2104638488,9,Surface Properties,FALSE,
W2104638488,10,Thermodynamics,FALSE,
W1996337441,1,"Chemistry, Physical",TRUE,methods
W1996337441,2,Formaldehyde,TRUE,chemistry
W1996337441,3,Carbon Monoxide,FALSE,chemistry
W1996337441,4,Carbon Monoxide,FALSE,
W1996337441,5,"Chemistry, Physical",FALSE,
W1996337441,6,Formaldehyde,FALSE,
W1996337441,7,Hot Temperature,FALSE,
W1996337441,8,Hydrogen,FALSE,chemistry
W1996337441,9,Hydrogen,FALSE,
W1996337441,10,Hydrogen Bonding,FALSE,
W1996337441,11,"Models, Chemical",FALSE,
W1996337441,12,"Models, Theoretical",FALSE,
W1996337441,13,Molecular Conformation,FALSE,
W1996337441,14,Temperature,FALSE,
W2119566530,1,Radioisotope Renography,TRUE,methods
W2119566530,2,Radiopharmaceuticals,TRUE,pharmacokinetics
W2119566530,3,Technetium Tc 99m Mertiatide,TRUE,pharmacokinetics
W2119566530,4,Adult,FALSE,
W2119566530,5,Age Factors,FALSE,
W2119566530,6,Female,FALSE,
W2119566530,7,Humans,FALSE,
W2119566530,8,Kidney,FALSE,
W2119566530,9,Kidney,FALSE,diagnostic imaging
W2119566530,10,Kidney,FALSE,chemistry
W2119566530,11,Male,FALSE,
W2119566530,12,Middle Aged,FALSE,
W2119566530,13,Radioisotope Renography,FALSE,
W2119566530,14,Radiopharmaceuticals,FALSE,
W2119566530,15,Reference Values,FALSE,
W2119566530,16,Retrospective Studies,FALSE,
W2119566530,17,Sex Factors,FALSE,
W2119566530,18,Technetium Tc 99m Mertiatide,FALSE,
W2119566530,19,Urodynamics,FALSE,
W1998396637,1,Formaldehyde,TRUE,chemistry
W1998396637,2,Electrochemistry,FALSE,
W1998396637,3,Formaldehyde,FALSE,
W1998396637,4,"Models, Chemical",FALSE,
W1998396637,5,Photochemistry,FALSE,
W1991517878,1,Calcium,TRUE,metabolism
W1991517878,2,"Models, Genetic",TRUE,
W1991517878,3,Calcium,FALSE,
W1991517878,4,Sensitivity and Specificity,FALSE,
W1991517878,5,Viscosity,FALSE,
W2016113635,1,Brain,TRUE,blood supply
W2016113635,2,Brain,TRUE,physiology
W2016113635,3,Brain Mapping,TRUE,methods
W2016113635,4,Cerebrovascular Circulation,TRUE,physiology
W2016113635,5,Image Enhancement,TRUE,methods
W2016113635,6,"Image Interpretation, Computer-Assisted",TRUE,methods
W2016113635,7,Magnetic Resonance Imaging,TRUE,instrumentation
W2016113635,8,Magnetic Resonance Imaging,TRUE,methods
W2016113635,9,Animals,FALSE,
W2016113635,10,Brain,FALSE,
W2016113635,11,Brain Mapping,FALSE,
W2016113635,12,Cerebral Arteries,FALSE,physiology
W2016113635,13,Cerebral Arteries,FALSE,
W2016113635,14,Cerebrovascular Circulation,FALSE,
W2016113635,15,Image Enhancement,FALSE,
W2016113635,16,"Image Interpretation, Computer-Assisted",FALSE,
W2016113635,17,Macaca mulatta,FALSE,
W2016113635,18,Magnetic Resonance Imaging,FALSE,
W2016113635,19,Spin Labels,FALSE,
W2042164886,1,Azides,TRUE,chemistry
W2042164886,2,Hydrogen,TRUE,
W2042164886,3,Nitrogen,TRUE,
W2042164886,4,Azides,FALSE,
W2042164886,5,Kinetics,FALSE,
W2042164886,6,"Models, Molecular",FALSE,
W2042164886,7,Photochemistry,FALSE,
W2026432391,1,Micelles,TRUE,
W2026432391,2,Kinetics,FALSE,
W2026432391,3,Molecular Structure,FALSE,
W2026432391,4,Sulfhydryl Compounds,FALSE,chemistry
