id,which_mesh,term,is_major_topic,qualifier_name
W2036537915,1,Blood Flow Velocity,TRUE,physiology
W2036537915,2,Brain,TRUE,blood supply
W2036537915,3,Carbon Dioxide,TRUE,blood
W2036537915,4,Energy Metabolism,TRUE,physiology
W2036537915,5,Homeostasis,TRUE,physiology
W2036537915,6,Oxygen,TRUE,blood
W2036537915,7,Oxygen Consumption,TRUE,physiology
W2036537915,8,Animals,FALSE,
W2036537915,9,Blood Volume,FALSE,physiology
W2036537915,10,Electric Stimulation,FALSE,
W2036537915,11,Forelimb,FALSE,innervation
W2036537915,12,Heart Rate,FALSE,physiology
W2036537915,13,Image Enhancement,FALSE,
W2036537915,14,"Image Processing, Computer-Assisted",FALSE,
W2036537915,15,Magnetic Resonance Imaging,FALSE,
W2036537915,16,Male,FALSE,
W2036537915,17,Rats,FALSE,
W2036537915,18,"Rats, Sprague-Dawley",FALSE,
W2036537915,19,Somatosensory Cortex,FALSE,blood supply
W2036537915,20,Vascular Resistance,FALSE,physiology
W1986936461,1,"Anesthetics, Inhalation",TRUE,pharmacology
W1986936461,2,Methyl Ethers,TRUE,pharmacology
W1986936461,3,Motor Cortex,TRUE,drug effects
W1986936461,4,Neural Pathways,TRUE,drug effects
W1986936461,5,Adult,FALSE,
W1986936461,6,"Anesthetics, Inhalation",FALSE,
W1986936461,7,Brain Mapping,FALSE,
W1986936461,8,"Dose-Response Relationship, Drug",FALSE,
W1986936461,9,Functional Laterality,FALSE,
W1986936461,10,Functional Laterality,FALSE,drug effects
W1986936461,11,Humans,FALSE,
W1986936461,12,"Image Processing, Computer-Assisted",FALSE,methods
W1986936461,13,"Image Processing, Computer-Assisted",FALSE,
W1986936461,14,Magnetic Resonance Imaging,FALSE,
W1986936461,15,Magnetic Resonance Imaging,FALSE,methods
W1986936461,16,Male,FALSE,
W1986936461,17,Methyl Ethers,FALSE,
W1986936461,18,Motor Cortex,FALSE,
W1986936461,19,Motor Cortex,FALSE,anatomy & histology
W1986936461,20,Motor Cortex,FALSE,physiology
W1986936461,21,Neural Pathways,FALSE,
W1986936461,22,Sevoflurane,FALSE,
W1986936461,23,Wakefulness,FALSE,drug effects
W1986936461,24,Wakefulness,FALSE,
W2107370783,1,Acclimatization,TRUE,physiology
W2107370783,2,"Adaptation, Psychological",TRUE,physiology
W2107370783,3,Hypothalamo-Hypophyseal System,TRUE,metabolism
W2107370783,4,Magnetic Resonance Imaging,TRUE,psychology
W2107370783,5,"Stress, Psychological",TRUE,prevention & control
W2107370783,6,Acclimatization,FALSE,
W2107370783,7,"Adaptation, Psychological",FALSE,
W2107370783,8,Animals,FALSE,
W2107370783,9,Blood Pressure,FALSE,physiology
W2107370783,10,Blood Pressure,FALSE,
W2107370783,11,Brain,FALSE,physiology
W2107370783,12,Brain,FALSE,
W2107370783,13,Cerebrovascular Circulation,FALSE,physiology
W2107370783,14,Cerebrovascular Circulation,FALSE,
W2107370783,15,Corticosterone,FALSE,
W2107370783,16,Corticosterone,FALSE,blood
W2107370783,17,Hypothalamo-Hypophyseal System,FALSE,
W2107370783,18,Magnetic Resonance Imaging,FALSE,
W2107370783,19,Magnetic Resonance Imaging,FALSE,adverse effects
W2107370783,20,Male,FALSE,
W2107370783,21,Rats,FALSE,
W2107370783,22,"Rats, Sprague-Dawley",FALSE,
W2107370783,23,"Stress, Psychological",FALSE,
W2107370783,24,"Stress, Psychological",FALSE,physiopathology
W2107370783,25,"Stress, Psychological",FALSE,blood
W2053903936,1,Furans,TRUE,chemistry
W2053903936,2,Oxygen,TRUE,chemistry
W2053903936,3,Phenols,TRUE,chemistry
W2053903936,4,Pyrans,TRUE,chemistry
W2053903936,5,Reactive Oxygen Species,TRUE,
W2053903936,6,Benzene,FALSE,
W2053903936,7,Benzene,FALSE,chemistry
W2053903936,8,Benzoquinones,FALSE,
W2053903936,9,Benzoquinones,FALSE,chemistry
W2053903936,10,Furans,FALSE,
W2053903936,11,"Models, Chemical",FALSE,
W2053903936,12,Molecular Structure,FALSE,
W2053903936,13,Oxygen,FALSE,
W2053903936,14,Phenols,FALSE,
W2053903936,15,Pyrans,FALSE,
W2053903936,16,Signal Transduction,FALSE,
W2092289531,1,"Spectrophotometry, Infrared",TRUE,methods
W2092289531,2,Water,TRUE,chemistry
W2092289531,3,"Models, Chemical",FALSE,
W2092289531,4,Protons,FALSE,
W2092289531,5,"Spectrophotometry, Infrared",FALSE,
W2092289531,6,Vibration,FALSE,
W2092289531,7,Water,FALSE,
W2061491499,1,Brain Mapping,TRUE,methods
W2061491499,2,Magnetic Resonance Imaging,TRUE,methods
W2061491499,3,Somatosensory Cortex,TRUE,physiology
W2061491499,4,Animals,FALSE,
W2061491499,5,Brain Mapping,FALSE,
W2061491499,6,Cerebrovascular Circulation,FALSE,
W2061491499,7,Cerebrovascular Circulation,FALSE,physiology
W2061491499,8,Contrast Media,FALSE,
W2061491499,9,Dextrans,FALSE,
W2061491499,10,Electric Stimulation,FALSE,
W2061491499,11,Ferrosoferric Oxide,FALSE,
W2061491499,12,Iron,FALSE,
W2061491499,13,Magnetic Resonance Imaging,FALSE,
W2061491499,14,Magnetite Nanoparticles,FALSE,
W2061491499,15,Male,FALSE,
W2061491499,16,Oxides,FALSE,
W2061491499,17,Oxygen,FALSE,
W2061491499,18,Oxygen,FALSE,blood
W2061491499,19,Rats,FALSE,
W2061491499,20,"Rats, Sprague-Dawley",FALSE,
W2061491499,21,Somatosensory Cortex,FALSE,
W2037347418,1,Abdomen,TRUE,pathology
W2037347418,2,Image Enhancement,TRUE,methods
W2037347418,3,Magnetic Resonance Imaging,TRUE,methods
W2037347418,4,Pelvis,TRUE,pathology
W2037347418,5,Abdomen,FALSE,
W2037347418,6,Contrast Media,FALSE,
W2037347418,7,Echo-Planar Imaging,FALSE,
W2037347418,8,Echo-Planar Imaging,FALSE,methods
W2037347418,9,Gadolinium,FALSE,
W2037347418,10,Humans,FALSE,
W2037347418,11,Image Enhancement,FALSE,
W2037347418,12,"Image Processing, Computer-Assisted",FALSE,
W2037347418,13,"Image Processing, Computer-Assisted",FALSE,methods
W2037347418,14,"Imaging, Three-Dimensional",FALSE,
W2037347418,15,"Imaging, Three-Dimensional",FALSE,methods
