id,which_mesh,term,is_major_topic,qualifier_name
W1946622722,1,Algorithms,FALSE,
W1946622722,2,Computer Communication Networks,FALSE,
W1946622722,3,Datasets as Topic,FALSE,
W1946622722,4,"Decision Support Systems, Clinical",FALSE,
W1946622722,5,Humans,FALSE,
W1946622722,6,Information Dissemination,FALSE,methods
W1946622722,7,Internet,FALSE,
W1946622722,8,Proportional Hazards Models,FALSE,
W1946622722,9,Survival Analysis,FALSE,
W2216754497,1,Computational Biology,TRUE,methods
W2216754497,2,Computational Biology,TRUE,trends
W2216754497,3,"Pathology, Clinical",TRUE,methods
W2216754497,4,"Pathology, Clinical",TRUE,trends
W2216754497,5,Computational Biology,FALSE,
W2216754497,6,Humans,FALSE,
W2216754497,7,"Pathology, Clinical",FALSE,
W2172567064,1,Breast Neoplasms,TRUE,diagnosis
W2172567064,2,Columbidae,TRUE,physiology
W2172567064,3,Mammography,TRUE,methods
W2172567064,4,"Pattern Recognition, Visual",TRUE,physiology
W2172567064,5,Problem Solving,TRUE,physiology
W2172567064,6,Animals,FALSE,
W2172567064,7,Breast Neoplasms,FALSE,pathology
W2172567064,8,Breast Neoplasms,FALSE,diagnostic imaging
W2172567064,9,Breast Neoplasms,FALSE,
W2172567064,10,Columbidae,FALSE,
W2172567064,11,Discrimination Learning,FALSE,physiology
W2172567064,12,Discrimination Learning,FALSE,
W2172567064,13,Female,FALSE,
W2172567064,14,Humans,FALSE,
W2172567064,15,Mammography,FALSE,
W2172567064,16,"Pattern Recognition, Visual",FALSE,
W2172567064,17,Problem Solving,FALSE,
W2172567064,18,"Reinforcement, Psychology",FALSE,
W2149752470,1,Biostatistics,TRUE,
W2149752470,2,"Data Interpretation, Statistical",TRUE,
W2149752470,3,"Biomarkers, Tumor",FALSE,genetics
W2149752470,4,"Biomarkers, Tumor",FALSE,
W2149752470,5,Computer Simulation,FALSE,
W2149752470,6,Female,FALSE,
W2149752470,7,Humans,FALSE,
W2149752470,8,Linear Models,FALSE,
W2149752470,9,Male,FALSE,
W2149752470,10,"Models, Statistical",FALSE,
W2149752470,11,Monte Carlo Method,FALSE,
W2149752470,12,Prostatic Neoplasms,FALSE,genetics
W2149752470,13,Prostatic Neoplasms,FALSE,
W2149752470,14,Registries,FALSE,statistics & numerical data
W2149752470,15,Registries,FALSE,
W2149752470,16,Stroke,FALSE,therapy
W2149752470,17,Stroke,FALSE,
W2189046024,1,Diagnostic Imaging,TRUE,methods
W2189046024,2,"Image Interpretation, Computer-Assisted",TRUE,methods
W2189046024,3,Prostatic Neoplasms,TRUE,pathology
W2189046024,4,Tissue Array Analysis,TRUE,instrumentation
W2189046024,5,Algorithms,FALSE,
W2189046024,6,Cluster Analysis,FALSE,
W2189046024,7,Humans,FALSE,
