id,which_mesh,term,is_major_topic,qualifier_name
W2154813452,1,Neoplasms,TRUE,pathology
W2154813452,2,"Pathology, Clinical",TRUE,methods
W2154813452,3,Atlases as Topic,FALSE,
W2154813452,4,Computer Simulation,FALSE,
W2154813452,5,"Databases, Factual",FALSE,
W2154813452,6,"Genome, Human",FALSE,
W2154813452,7,Humans,FALSE,
W2154813452,8,Internet,FALSE,
W2154813452,9,Systems Integration,FALSE,
W2073943895,1,Brain Neoplasms,FALSE,diagnosis
W2073943895,2,Cell Nucleus,FALSE,pathology
W2073943895,3,Cluster Analysis,FALSE,
W2073943895,4,Gene Expression Profiling,FALSE,
W2073943895,5,Glioblastoma,FALSE,diagnosis
W2073943895,6,Humans,FALSE,
W2073943895,7,"Image Processing, Computer-Assisted",FALSE,
W2073943895,8,Microscopy,FALSE,
W2073943895,9,Oligodendroglioma,FALSE,genetics
W2073943895,10,Patient Outcome Assessment,FALSE,
W2073943895,11,Reproducibility of Results,FALSE,
W2046833400,1,Bayes Theorem,TRUE,
W2046833400,2,"Data Interpretation, Statistical",TRUE,
W2046833400,3,Regression Analysis,TRUE,
W2046833400,4,Research Design,TRUE,
W2046833400,5,Bias,FALSE,
W2046833400,6,Humans,FALSE,
W2046833400,7,Monte Carlo Method,FALSE,
W2046833400,8,Neoplasms,FALSE,genetics
W2046833400,9,Neoplasms,FALSE,
W2046833400,10,Software,FALSE,
W1969624577,1,Algorithms,TRUE,
W1969624577,2,Artificial Intelligence,TRUE,
W1969624577,3,Biopsy,TRUE,methods
W1969624577,4,Image Enhancement,TRUE,methods
W1969624577,5,"Image Interpretation, Computer-Assisted",TRUE,methods
W1969624577,6,Neoplasms,TRUE,pathology
W1969624577,7,"Pattern Recognition, Automated",TRUE,methods
W1969624577,8,Biopsy,FALSE,
W1969624577,9,Humans,FALSE,
W1969624577,10,Image Enhancement,FALSE,
W1969624577,11,"Image Interpretation, Computer-Assisted",FALSE,
W1969624577,12,Neoplasms,FALSE,
W1969624577,13,"Pattern Recognition, Automated",FALSE,
W1969624577,14,Reproducibility of Results,FALSE,
W1969624577,15,Sensitivity and Specificity,FALSE,
W2043404045,1,Histocytochemistry,TRUE,methods
W2043404045,2,"Image Interpretation, Computer-Assisted",TRUE,methods
W2043404045,3,Medical Informatics Applications,TRUE,
W2043404045,4,Neoplasms,TRUE,diagnosis
W2043404045,5,Neoplasms,TRUE,pathology
W2043404045,6,Cluster Analysis,FALSE,
W2043404045,7,Histocytochemistry,FALSE,
W2043404045,8,Humans,FALSE,
W2043404045,9,"Image Interpretation, Computer-Assisted",FALSE,
W2043404045,10,"Image Processing, Computer-Assisted",FALSE,
W2043404045,11,Neoplasms,FALSE,
W2043404045,12,Neoplasms,FALSE,chemistry
W1981045255,1,"Diagnosis, Computer-Assisted",TRUE,
W1981045255,2,Lung Neoplasms,TRUE,diagnosis
W1981045255,3,Early Detection of Cancer,FALSE,
W1981045255,4,Humans,FALSE,
W1981045255,5,Longitudinal Studies,FALSE,
W1981045255,6,Lung Neoplasms,FALSE,
W1981045255,7,"Models, Theoretical",FALSE,
W1969408069,1,Electronic Health Records,TRUE,
W1969408069,2,Software,TRUE,
W1969408069,3,Algorithms,FALSE,
W1969408069,4,Database Management Systems,FALSE,
W1969408069,5,Patient Readmission,FALSE,
W2314377815,1,"Adaptation, Physiological",TRUE,
W2314377815,2,Behavior,TRUE,
W2314377815,3,Biological Evolution,TRUE,
W2314377815,4,Genetic Phenomena,TRUE,
W2314377815,5,"Models, Biological",TRUE,
W2314377815,6,Population Dynamics,TRUE,
W2314377815,7,Animals,FALSE,
W2314377815,8,Humans,FALSE,
W2154429766,1,Algorithms,TRUE,
W2154429766,2,Cluster Analysis,FALSE,
W2154429766,3,Color,FALSE,
W2154429766,4,"Image Processing, Computer-Assisted",FALSE,
W1977259935,1,Brain,TRUE,cytology
W1977259935,2,Brain Neoplasms,TRUE,diagnostic imaging
W1977259935,3,Brain Neoplasms,TRUE,radiotherapy
W1977259935,4,"Image Processing, Computer-Assisted",TRUE,methods
W1977259935,5,"Radiotherapy Planning, Computer-Assisted",TRUE,methods
W1977259935,6,Algorithms,FALSE,
W1977259935,7,Brain,FALSE,pathology
W1977259935,8,Brain,FALSE,radiation effects
W1977259935,9,Brain,FALSE,
W1977259935,10,Brain Neoplasms,FALSE,
W1977259935,11,Humans,FALSE,
W1977259935,12,"Image Processing, Computer-Assisted",FALSE,
W1977259935,13,"Radiotherapy Planning, Computer-Assisted",FALSE,
W1977259935,14,Randomized Controlled Trials as Topic,FALSE,
W1977259935,15,"Tomography, X-Ray Computed",FALSE,
W2091350640,1,Breast,TRUE,anatomy & histology
W2091350640,2,Mammography,TRUE,methods
W2091350640,3,Principal Component Analysis,TRUE,
W2091350640,4,Breast,FALSE,
W2091350640,5,Humans,FALSE,
W2091350640,6,Mammography,FALSE,
W2091350640,7,Organ Size,FALSE,
W2091350640,8,Radiographic Image Enhancement,FALSE,
W1947662391,1,Cardiology,TRUE,methods
W1947662391,2,Algorithms,FALSE,
W1947662391,3,Area Under Curve,FALSE,
W1947662391,4,Artificial Intelligence,FALSE,
W1947662391,5,Diagnosis,FALSE,
W1947662391,6,Discriminant Analysis,FALSE,
W1947662391,7,Humans,FALSE,
W1947662391,8,"Pattern Recognition, Automated",FALSE,methods
W1947662391,9,Pediatrics,FALSE,methods
W1947662391,10,ROC Curve,FALSE,
W1947662391,11,Sensitivity and Specificity,FALSE,
W88317693,1,Artificial Intelligence,TRUE,
W88317693,2,Electronic Health Records,TRUE,
