id,which_mesh,term,is_major_topic,qualifier_name
W1994489091,1,Cluster Analysis,TRUE,
W1994489091,2,"Models, Statistical",TRUE,
W1994489091,3,Survival Analysis,TRUE,
W1994489091,4,"Elephantiasis, Filarial",FALSE,
W1994489091,5,Humans,FALSE,
W1994489091,6,Proportional Hazards Models,FALSE,
W1847856285,1,"Biomarkers, Tumor",TRUE,metabolism
W1847856285,2,"Carcinoma, Renal Cell",TRUE,metabolism
W1847856285,3,Gene Expression,TRUE,
W1847856285,4,Gene Expression Profiling,TRUE,methods
W1847856285,5,Kidney Neoplasms,TRUE,metabolism
W1847856285,6,Membrane Proteins,TRUE,metabolism
W1847856285,7,"Adenoma, Oxyphilic",FALSE,
W1847856285,8,"Adenoma, Oxyphilic",FALSE,diagnosis
W1847856285,9,"Biomarkers, Tumor",FALSE,
W1847856285,10,"Biomarkers, Tumor",FALSE,genetics
W1847856285,11,"Carcinoma, Renal Cell",FALSE,
W1847856285,12,"Carcinoma, Renal Cell",FALSE,diagnosis
W1847856285,13,"Carcinoma, Renal Cell",FALSE,genetics
W1847856285,14,Claudins,FALSE,
W1847856285,15,"Diagnosis, Differential",FALSE,
W1847856285,16,Gene Expression Profiling,FALSE,
W1847856285,17,Immunohistochemistry,FALSE,
W1847856285,18,Kidney Neoplasms,FALSE,
W1847856285,19,Kidney Neoplasms,FALSE,diagnosis
W1847856285,20,Kidney Neoplasms,FALSE,genetics
W1847856285,21,Membrane Proteins,FALSE,
W1847856285,22,Membrane Proteins,FALSE,genetics
W1847856285,23,"RNA, Messenger",FALSE,
W1847856285,24,"RNA, Messenger",FALSE,metabolism
W1847856285,25,"RNA, Neoplasm",FALSE,
W1847856285,26,"RNA, Neoplasm",FALSE,analysis
W2067109073,1,Algorithms,TRUE,
W2067109073,2,Artifacts,TRUE,
W2067109073,3,Biometry,TRUE,methods
W2067109073,4,"Data Interpretation, Statistical",TRUE,
W2067109073,5,Epidemiologic Methods,TRUE,
