id,which_mesh,term,is_major_topic,qualifier_name
W4213110813,1,Chronic Pain,TRUE,
W4213110813,2,Nociceptors,TRUE,
W4213110813,3,Animals,FALSE,
W4213110813,4,Female,FALSE,
W4213110813,5,"Ganglia, Spinal",FALSE,
W4213110813,6,"Ganglia, Spinal",FALSE,metabolism
W4213110813,7,Humans,FALSE,
W4213110813,8,Male,FALSE,
W4213110813,9,Mice,FALSE,
W4213110813,10,Nociceptors,FALSE,metabolism
W4213110813,11,Sensory Receptor Cells,FALSE,
W4213110813,12,Sensory Receptor Cells,FALSE,metabolism
W4213110813,13,Transcriptome,FALSE,
W4213110813,14,Transcriptome,FALSE,genetics
W4224018893,1,Graphite,TRUE,
W4224018893,2,Electrons,FALSE,
W4224018893,3,Spectrum Analysis,FALSE,
W4286602833,1,Neuralgia,TRUE,
W4286602833,2,RNA,TRUE,
W4286602833,3,Female,FALSE,
W4286602833,4,"Ganglia, Spinal",FALSE,metabolism
W4286602833,5,"Ganglia, Spinal",FALSE,
W4286602833,6,Humans,FALSE,
W4286602833,7,Male,FALSE,
W4286602833,8,Neuralgia,FALSE,genetics
W4286602833,9,Neuralgia,FALSE,metabolism
W4286602833,10,RNA,FALSE,metabolism
W4286602833,11,Sex Factors,FALSE,
W4286602833,12,Transcriptome,FALSE,
W4226089733,1,Chronic Pain,TRUE,
W4226089733,2,Symporters,TRUE,
W4226089733,3,Animals,FALSE,
W4226089733,4,Calcitonin Gene-Related Peptide,FALSE,metabolism
W4226089733,5,Calcitonin Gene-Related Peptide,FALSE,
W4226089733,6,Calcitonin Gene-Related Peptide Receptor Antagonists,FALSE,adverse effects
W4226089733,7,Calcitonin Gene-Related Peptide Receptor Antagonists,FALSE,
W4226089733,8,Female,FALSE,
W4226089733,9,Humans,FALSE,
W4226089733,10,Hyperalgesia,FALSE,
W4226089733,11,Hyperalgesia,FALSE,metabolism
W4226089733,12,Male,FALSE,
W4226089733,13,Mice,FALSE,
W4226089733,14,Rats,FALSE,
W4226089733,15,"Receptors, Calcitonin Gene-Related Peptide",FALSE,metabolism
W4226089733,16,"Receptors, Calcitonin Gene-Related Peptide",FALSE,
W4226089733,17,Rodentia,FALSE,
W4307715067,1,Cyclobutanes,TRUE,
W4307715067,2,Palladium,TRUE,
W4307715067,3,Catalysis,FALSE,
W4307715067,4,Palladium,FALSE,chemistry
W4307715067,5,Stereoisomerism,FALSE,
W4225261456,1,"Diabetes Mellitus, Type 2",FALSE,complications
W4225261456,2,Diabetic Neuropathies,FALSE,genetics
W4225261456,3,"Ganglia, Spinal",FALSE,
W4225261456,4,Gene Expression Profiling,FALSE,
W4225261456,5,Humans,FALSE,
W4225261456,6,Inflammation,FALSE,genetics
W4225261456,7,Neuralgia,FALSE,genetics
W4225261456,8,Sensory Receptor Cells,FALSE,
W4225261456,9,Transcriptome,FALSE,
W4229058965,1,Fibroins,TRUE,
W4229058965,2,Spiders,TRUE,
W4229058965,3,Animals,FALSE,
W4229058965,4,Fibroins,FALSE,chemistry
W4229058965,5,Nanogels,FALSE,
W4229058965,6,Silk,FALSE,chemistry
W4229058965,7,Silk,FALSE,
W4229058965,8,Water,FALSE,
W4213300278,1,Checklist,FALSE,
W4213300278,2,Cues,FALSE,
W4213300278,3,Delphi Technique,FALSE,
W4213300278,4,Humans,FALSE,
W4213300278,5,Magnetic Resonance Imaging,FALSE,
W4213300278,6,Reproducibility of Results,FALSE,
W4220842512,1,Lab-On-A-Chip Devices,FALSE,
W4220842512,2,Microfluidics,FALSE,
W4220842512,3,Robotics,FALSE,
W4220842512,4,Temperature,FALSE,
W4298127660,1,Anti-Infective Agents,TRUE,
W4298127660,2,Microbiota,TRUE,
W4298127660,3,Urinary Tract Infections,TRUE,
W4298127660,4,Estrogens,FALSE,
W4298127660,5,Female,FALSE,
W4298127660,6,Humans,FALSE,
W4298127660,7,Lactobacillus,FALSE,
W4298127660,8,Microbiota,FALSE,genetics
W4298127660,9,Postmenopause,FALSE,
W4298127660,10,Urinary Tract Infections,FALSE,drug therapy
W4289836199,1,Animals,FALSE,
W4289836199,2,Hematopoiesis,FALSE,genetics
W4289836199,3,Inflammation,FALSE,genetics
W4289836199,4,"Leukemia, Myeloid, Acute",FALSE,genetics
W4289836199,5,Mutation,FALSE,
W4289836199,6,Myeloproliferative Disorders,FALSE,genetics
W4213106821,1,Blood Glucose,TRUE,analysis
W4213106821,2,Blood Glucose Self-Monitoring,TRUE,methods
W4213106821,3,Eccrine Glands,TRUE,metabolism
W4213106821,4,Supervised Machine Learning,TRUE,
W4213106821,5,Sweat,TRUE,chemistry
W4213106821,6,Adolescent,FALSE,
W4213106821,7,Adult,FALSE,
W4213106821,8,Biomarkers,FALSE,analysis
W4213106821,9,Biomarkers,FALSE,
W4213106821,10,Biosensing Techniques,FALSE,methods
W4213106821,11,Biosensing Techniques,FALSE,
W4213106821,12,Blood Glucose,FALSE,
W4213106821,13,Blood Glucose Self-Monitoring,FALSE,
W4213106821,14,Cohort Studies,FALSE,
W4213106821,15,Diabetes Mellitus,FALSE,
W4213106821,16,Diabetes Mellitus,FALSE,blood
W4213106821,17,Dielectric Spectroscopy,FALSE,methods
W4213106821,18,Dielectric Spectroscopy,FALSE,
W4213106821,19,Eccrine Glands,FALSE,
W4213106821,20,Electrochemical Techniques,FALSE,
W4213106821,21,Electrochemical Techniques,FALSE,methods
W4213106821,22,Healthy Volunteers,FALSE,
W4213106821,23,Humans,FALSE,
W4213106821,24,Sweat,FALSE,
W4213106821,25,Wearable Electronic Devices,FALSE,
W4213106821,26,Young Adult,FALSE,
W4220963891,1,Cochlear Implantation,TRUE,
W4220963891,2,Cochlear Implants,TRUE,
W4220963891,3,Deafness,TRUE,
W4220963891,4,Hearing Aids,TRUE,
W4220963891,5,Hearing Loss,TRUE,
W4220963891,6,Speech Perception,TRUE,
W4220963891,7,Child,FALSE,
W4220963891,8,Cochlear Implantation,FALSE,methods
W4220963891,9,Deafness,FALSE,rehabilitation
