id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,1,A5019400621,first,,Mei Zhang,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,2,A5053755801,middle,,Shaoli Fang,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,3,A5035093707,middle,,Anvar Zakhidov,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,4,A5070893547,middle,,Sergey B. Lee,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,5,A5006948707,middle,,Ali E. Aliev,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,6,A5067381908,middle,,Christopher D. Williams,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,7,A5035723903,middle,,K. R. Atkinson,,I162577319,1
W2080148317,100,https://doi.org/10.1126/science.1115311,Science,"Strong, Transparent, Multifunctional, Carbon Nanotube Sheets",2005-08-18,FALSE,1629,article,journal-article,16109875,8,A5007837550,last,,Ray H. Baughman,,I162577319,1
W1566514932,180,https://doi.org/10.1029/2004gc000895,Geochemistry Geophysics Geosystems,Geochemical mapping of the Mariana arc‐basin system: Implications for the nature and distribution of subduction components,2005-07-01,FALSE,772,article,journal-article,,1,A5107656345,first,,Julian A. Pearce,,I79510175,1
W1566514932,180,https://doi.org/10.1029/2004gc000895,Geochemistry Geophysics Geosystems,Geochemical mapping of the Mariana arc‐basin system: Implications for the nature and distribution of subduction components,2005-07-01,FALSE,772,article,journal-article,,2,A5035240990,middle,,Robert J. Stern,,I162577319,1
W1566514932,180,https://doi.org/10.1029/2004gc000895,Geochemistry Geophysics Geosystems,Geochemical mapping of the Mariana arc‐basin system: Implications for the nature and distribution of subduction components,2005-07-01,FALSE,772,article,journal-article,,3,A5012243000,middle,,Sherman H. Bloomer,,I131249849,1
W1566514932,180,https://doi.org/10.1029/2004gc000895,Geochemistry Geophysics Geosystems,Geochemical mapping of the Mariana arc‐basin system: Implications for the nature and distribution of subduction components,2005-07-01,FALSE,772,article,journal-article,,4,A5112299504,last,,Patty Fryer,,I1331384533,1
