id,which_grant,funder_id,funder_name,award_id
W2051659622,1,F4320337338,"National Heart, Lung, and Blood Institute",R01HL096578
W2075783041,1,F4320337388,Division of Computer and Network Systems,CNS-1117763
W2075783041,2,F4320338279,Air Force Office of Scientific Research,FA9550-12-1-0240
W2070539708,1,F4320332161,National Institutes of Health,U54HL108460
W2078736089,1,F4320337367,Division of Materials Research,1207431
W2051370064,1,F4320337364,National Institute of Child Health and Human Development,HD57291 and HD67359
W1867734838,1,F4320332161,National Institutes of Health,UL1TR000454
W1867734838,2,F4320337353,National Institute of Nursing Research,1RC4NR012527-01
W1867734838,3,F4320337361,National Institute of Environmental Health Sciences,5R01ES012458-07
W1867734838,4,F4320337364,National Institute of Child Health and Human Development,NA
W1964899102,1,F4320306076,National Science Foundation,DMR-1207431
W1964899102,2,F4320322025,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA
W2104720650,1,F4320332161,National Institutes of Health,"R01 LM010022, R01 CA163481"
W2042607467,1,F4320332210,Institute of Education Sciences,R305A090460
W2032296889,1,F4320321001,National Natural Science Foundation of China,61174022
W2032296889,2,F4320335787,Fundamental Research Funds for the Central Universities,XDJK2014D034
W2032296889,3,F4320336024,Specialized Research Fund for the Doctoral Program of Higher Education of China,20131102130002
W1560235879,1,F4320321001,National Natural Science Foundation of China,61174022
W2082006257,1,F4320306101,National Aeronautics and Space Administration,NRA NNX07AD12A
W2045201988,1,F4320332161,National Institutes of Health,P01CA142538
W2171584922,1,F4320321001,National Natural Science Foundation of China,XDJK2015D009
W2171584922,2,F4320321001,National Natural Science Foundation of China,BUAA-VR-14KF-02
W2171584922,3,F4320321001,National Natural Science Foundation of China,61174022
W2171584922,4,F4320321001,National Natural Science Foundation of China,2013AA013801
W2171584922,5,F4320321001,National Natural Science Foundation of China,2012BAH07B01
W2026709769,1,F4320337348,National Human Genome Research Institute,U01HG006385 and U01HG006378
W2026709769,2,F4320337372,U.S. National Library of Medicine,R01LM011366 and R01LM009989
W1999740898,1,F4320321001,National Natural Science Foundation of China,61174022
W1999740898,2,F4320334924,Program for New Century Excellent Talents in University,NCET-08-0345
W1999740898,3,F4320335787,Fundamental Research Funds for the Central Universities,XDJK2014D034
W2026130547,1,F4320321001,National Natural Science Foundation of China,61174022 and 71271061
W2021695619,1,F4320321001,National Natural Science Foundation of China,61174022
W2068171208,1,F4320306076,National Science Foundation,DMS-1060775
W2025430613,1,F4320332161,National Institutes of Health,NIH 1T32EB014841
W2025430613,2,F4320332161,National Institutes of Health,NIH 1R21NS064534
W2025430613,3,F4320332161,National Institutes of Health,NIH 1R03EB012461
W2064070881,1,F4320337348,National Human Genome Research Institute,U01HG006385
W2064070881,2,F4320337348,National Human Genome Research Institute,U01HG006378
W2064070881,3,F4320337372,U.S. National Library of Medicine,R01LM010685
W2064070881,4,F4320337372,U.S. National Library of Medicine,R01LM009989
W2091546363,1,F4320306076,National Science Foundation,EAR-0910577
W2057190993,1,F4320334926,China Geological Survey,1212011120184
W1984058506,1,F4320321001,National Natural Science Foundation of China,71131002
W1984058506,2,F4320321001,National Natural Science Foundation of China,71471054
W1984058506,3,F4320321001,National Natural Science Foundation of China,71071045
W1984058506,4,F4320321001,National Natural Science Foundation of China,71101042
W1984058506,5,F4320321543,China Postdoctoral Science Foundation,2013T60611
W1984058506,6,F4320321543,China Postdoctoral Science Foundation,2011M501041
W1984058506,7,F4320335777,National Key Research and Development Program of China,2013CB329603
W1984058506,8,F4320336024,Specialized Research Fund for the Doctoral Program of Higher Education of China,20110111120014
W1967024415,1,F4320306076,National Science Foundation,IIP-0758579
W1967024415,2,F4320306076,National Science Foundation,SES-1314631
W1967024415,3,F4320306076,National Science Foundation,DUE-1303362
W1967024415,4,F4320309815,Qatar Foundation,NA
W1967024415,5,F4320338279,Air Force Office of Scientific Research,FA9550-12-1-0241
W1890982408,1,F4320322435,Norsk Sykepleierforbund,DMR-1120296
W2076250011,1,F4320306076,National Science Foundation,1338583
W2076250011,2,F4320306076,National Science Foundation,1144521
W2076250011,3,F4320306076,National Science Foundation,0732436
W2151172350,1,F4320306076,National Science Foundation,NCS-0855087
W2151172350,2,F4320306076,National Science Foundation,IIP-1127873
W2151172350,3,F4320306076,National Science Foundation,IIP-0758579
W2151172350,4,F4320306076,National Science Foundation,FA95550-12-1-0241
W2151172350,5,F4320338279,Air Force Office of Scientific Research,NCS-0855087
W2151172350,6,F4320338279,Air Force Office of Scientific Research,IIP-1127873
W2151172350,7,F4320338279,Air Force Office of Scientific Research,IIP-0758579
W2151172350,8,F4320338279,Air Force Office of Scientific Research,FA95550-12-1-0241
W2480244319,1,F4320306076,National Science Foundation,CBET-0730908
W2480244319,2,F4320332186,Defense Threat Reduction Agency,HDTRA1-09-1-0058
W1992237324,1,F4320306076,National Science Foundation,DMS-1201374
W2016828222,1,F4320306076,National Science Foundation,NA
W2016828222,2,F4320332180,Defense Advanced Research Projects Agency,NA
W2016828222,3,F4320338279,Air Force Office of Scientific Research,NA
W1873407794,1,F4320306076,National Science Foundation,NA
W1873407794,2,F4320332161,National Institutes of Health,NA
W2034128664,1,F4320306101,National Aeronautics and Space Administration,NNX10AB17A
W2034128664,2,F4320306101,National Aeronautics and Space Administration,NNX13AI75G
W2034128664,3,F4320306101,National Aeronautics and Space Administration,NNX14AG13A
W2106982949,1,F4320306076,National Science Foundation,1250070
W2106982949,2,F4320306076,National Science Foundation,1019525
W2106982949,3,F4320308884,United Engineering Foundation,PN-II-ID-PCE-2011-3-0217
W2077097083,1,F4320306076,National Science Foundation,CHE-1151475
W2076795079,1,F4320322120,National Research Foundation of Korea,NRF-2013R1A1A3011816
W2020647468,1,F4320306076,National Science Foundation,"CNS-1115829,III-1318343,CNS-1318955"
W2020647468,2,F4320321001,National Natural Science Foundation of China,61173021
W2020647468,3,F4320338279,Air Force Office of Scientific Research,FA9550-11-1-0191
W2131645176,1,F4320337388,Division of Computer and Network Systems,CNS-1016943
W2131645176,2,F4320337396,Division of Industrial Innovation and Partnerships,IIP-1265960
W2131645176,3,F4320338281,Army Research Office,W911NF-13-1-0302
W2035594133,1,F4320337368,Division of Graduate Education,"IIS-1217886, DGE-0654435"
W2035594133,2,F4320337389,Division of Information and Intelligent Systems,"IIS-1217886, DGE-0654435"
W2001126748,1,F4320337345,Office of Naval Research,N00014-11-D-0033/0002
W2028825003,1,F4320306076,National Science Foundation,NSF-ATM0223920
W2028825003,2,F4320332359,Office of Science,NA
W2036431573,1,F4320337388,Division of Computer and Network Systems,CNS-0930919
W2035730091,1,F4320306076,National Science Foundation,EAR-1118525
W2035730091,2,F4320306076,National Science Foundation,EAR-1008527
W2035730091,3,F4320321001,National Natural Science Foundation of China,41490613
W2035730091,4,F4320321001,National Natural Science Foundation of China,41302162
W2035730091,5,F4320321133,Chinese Academy of Sciences,XDB03010401
W2035730091,6,F4320321540,Ministry of Science and Technology of the People's Republic of China,2011CB403101
W2035730091,7,F4320321543,China Postdoctoral Science Foundation,2014T70128
W2165149067,1,F4320337388,Division of Computer and Network Systems,"CNS-0915010, CNS-1253334"
W1984153141,1,F4320306076,National Science Foundation,"1228984, 1136174, 1118096, 1065276, CNS-0915361, CNS-0952692, CNS-1228599"
W1984153141,2,F4320306079,David and Lucile Packard Foundation,NA
W1984153141,3,F4320306151,Alfred P. Sloan Foundation,NA
W1984153141,4,F4320307102,Intel Corporation,NA
W1984153141,5,F4320307756,Xerox,NA
W1984153141,6,F4320308943,Microsoft Research,NA
W1984153141,7,F4320309327,Google,NA
W1984153141,8,F4320322617,Okawa Foundation for Information and Telecommunications,NA
W1984153141,9,F4320332180,Defense Advanced Research Projects Agency,"N00014-11-1-0389, N00014-11-1-0382,, N11AP20006"
W1984153141,10,F4320337345,Office of Naval Research,NA
W1984153141,11,F4320337388,Division of Computer and Network Systems,"1228984, 1136174, 1118096, 1065276, CNS-0915361, CNS-0952692, CNS-1228599"
W2099397840,1,F4320306076,National Science Foundation,DBI-0939454
W2099397840,2,F4320306076,National Science Foundation,IIS-0917122
W2099397840,3,F4320306076,National Science Foundation,IIS-0915038
W2099397840,4,F4320332393,Federal Highway Administration,DTFH61-07-H-00030
W3098789548,1,F4320306076,National Science Foundation,EECS-1056028
W3098789548,2,F4320332186,Defense Threat Reduction Agency,HDTRA 1-08-0029
W2150148859,1,F4320306076,National Science Foundation,IIS‐0915038
W2150148859,2,F4320310620,University of Texas at Austin,NA
W2037039881,1,F4320306076,National Science Foundation,DGE-1110007
W2037039881,2,F4320306084,U.S. Department of Energy,NA
W1980705351,1,F4320306084,U.S. Department of Energy,DE-FG03-02ER45958
W2099023991,1,F4320306076,National Science Foundation,PHY-1316033
W2099023991,2,F4320306076,National Science Foundation,PHY-0969020
W2099023991,3,F4320306196,Welch Foundation,F-0014
W1534173507,1,F4320306076,National Science Foundation,1223777
W1534173507,2,F4320334630,Economic and Social Research Council,RES-060-25-0085
W2112940647,1,F4320338281,Army Research Office,W911NF-11-1-0258
W2146440307,1,F4320332173,"Directorate for Social, Behavioral and Economic Sciences",SBE-0914796
W2146440307,2,F4320337389,Division of Information and Intelligent Systems,IIS-0915038
