id,which_grant,funder_id,funder_name,award_id
W2802442632,1,F4320309001,American Psychological Association,NA
W2802442632,2,F4320309098,Child Neurology Foundation,NA
W2802442632,3,F4320315284,Hope Center for Neurological Disorders,NA
W2802442632,4,F4320322261,Jacobs Foundation,2016121703
W2802442632,5,F4320332884,McDonnell Center for Systems Neuroscience,NA
W2897299514,1,F4320320055,British Lung Foundation,APG11-7
W2897299514,2,F4320332161,National Institutes of Health,U24 CA143848
W2795289008,1,F4320306076,National Science Foundation,DGE1255832
W2795289008,2,F4320332276,Advanced Research Projects Agency - Energy,DE-AR0000326
W2795289008,3,F4320337345,Office of Naval Research,N00014-12-1-0875
W2858456515,1,F4320337345,Office of Naval Research,N00014-16-1-2436
W2858456515,2,F4320338279,Air Force Office of Scientific Research,FA9550-15-1-0236
W2805754451,1,F4320333051,Intelligence Advanced Research Projects Activity,2014-14071600012
W2805754451,2,F4320337430,National Institute of Justice,2015-IJ-CX-K014
W2889373623,1,F4320322320,King Abdullah University of Science and Technology,NA
W2784558265,1,F4320332353,Office of Fossil Energy,DE-FE0026472
W2902985912,1,F4320338279,Air Force Office of Scientific Research,FA9550‐17‐1‐0328
W2793278092,1,F4320332369,National Nuclear Security Administration,NA
W2793278092,2,F4320337367,Division of Materials Research,DMR-1654405
W2897403085,1,F4320321001,National Natural Science Foundation of China,"21790052, 21331007"
W2897403085,2,F4320321001,National Natural Science Foundation of China,"21722104, 2167103"
W2897403085,3,F4320321001,National Natural Science Foundation of China,21401095
W2794800342,1,F4320321001,National Natural Science Foundation of China,41601175
W2794800342,2,F4320321001,National Natural Science Foundation of China,41171439
W2794800342,3,F4320322878,Henan University,NA
W2794800342,4,F4320328836,Integrated Prevention and Control of Air Pollution and Ecological Safety Key Lab of Henan,20170201
W2898208307,1,F4320309098,Child Neurology Foundation,NA
W2898208307,2,F4320315284,Hope Center for Neurological Disorders,NA
W2898208307,3,F4320322261,Jacobs Foundation,2016121703
W2898208307,4,F4320332161,National Institutes of Health,NS088590
W2898208307,5,F4320332161,National Institutes of Health,MH100872
W2898208307,6,F4320332161,National Institutes of Health,MH109589
W2898208307,7,F4320332161,National Institutes of Health,TR000448
W2898208307,8,F4320332161,National Institutes of Health,1R25MH112473
W2898208307,9,F4320332161,National Institutes of Health,HD087011
W2898208307,10,F4320332161,National Institutes of Health,1P30NS098577
W2898208307,11,F4320332161,National Institutes of Health,MH104592
W2898208307,12,F4320332161,National Institutes of Health,5T32 MH100019-02
W2898208307,13,F4320332884,McDonnell Center for Systems Neuroscience,NA
W2896953036,1,F4320306076,National Science Foundation,DMR-1231319
W2896953036,2,F4320337345,Office of Naval Research,N00014-16-1-2657
W2792870492,1,F4320324099,Russian Science Foundation,17-11-01254
W2784557985,1,F4320321681,"Ministry of Trade, Industry and Energy",10045226
W2784557985,2,F4320322120,National Research Foundation of Korea,NRF-2016M3D1A1027663
W2784557985,3,F4320322120,National Research Foundation of Korea,NRF-2015R1A2A1A15055918
W2797085205,1,F4320306076,National Science Foundation,DMR-1653769
W2797085205,2,F4320321001,National Natural Science Foundation of China,11774028
W2797085205,3,F4320338281,Army Research Office,W911NF-18-1-0416
W2885074537,1,F4320306076,National Science Foundation,DGE‐1646737
W2885074537,2,F4320306196,Welch Foundation,AT‐0029
W2885074537,3,F4320322725,China Scholarship Council,201606930013
W2885074537,4,F4320334704,Australian Research Council,FT130100380
W2885074537,5,F4320334704,Australian Research Council,DP170102859
W2885074537,6,F4320334704,Australian Research Council,IH140100018
W2792994057,1,F4320306076,National Science Foundation,CMMI-1637704
W2788759231,1,F4320321001,National Natural Science Foundation of China,11747310
W2788759231,2,F4320321001,National Natural Science Foundation of China,11534013
W2788759231,3,F4320321001,National Natural Science Foundation of China,11774275
W2788759231,4,F4320321001,National Natural Science Foundation of China,11704128
W2788759231,5,F4320321001,National Natural Science Foundation of China,11674250
W2788759231,6,F4320321543,China Postdoctoral Science Foundation,2017M610518
W2788759231,7,F4320335768,National Postdoctoral Program for Innovative Talents,BX201600054
W2788759231,8,F4320335777,National Key Research and Development Program of China,2015CB755500
W2885187776,1,F4320321001,National Natural Science Foundation of China,21590793
W2885187776,2,F4320322252,Israel Science Foundation,1814/14 and 2143/14
W2784772717,1,F4320306087,Semiconductor Research Corporation,NA
W2784772717,2,F4320331888,Microelectronics Advanced Research Corporation,NA
W2784772717,3,F4320332178,National Institute of Standards and Technology,NA
W2784772717,4,F4320332180,Defense Advanced Research Projects Agency,NA
W2784772717,5,F4320337367,Division of Materials Research,DMR-1539916
W2784772717,6,F4320337367,Division of Materials Research,DMR-1609060
W2784772717,7,F4320337392,"Division of Electrical, Communications and Cyber Systems",ECCS-1407765
W2784772717,8,F4320337396,Division of Industrial Innovation and Partnerships,IIP-1540018
W2789710004,1,F4320321605,Government of Jiangsu Province,KYLX16_0340
W2789710004,2,F4320322438,Nanjing University of Aeronautics and Astronautics,NA
W2789710004,3,F4320327518,Priority Academic Program Development of Jiangsu Higher Education Institutions,NA
W2898845120,1,F4320321640,Ministry of Knowledge Economy,NA
W2898845120,2,F4320321681,"Ministry of Trade, Industry and Energy",S2483103
W2898845120,3,F4320335199,Korea Institute of Energy Technology Evaluation and Planning,20168510011350
W2887994554,1,F4320306076,National Science Foundation,AST-1841358
W2887994554,2,F4320306076,National Science Foundation,PHY-090003
W2887994554,3,F4320306076,National Science Foundation,PHY-1607031
W2887994554,4,F4320306076,National Science Foundation,PHY-1841464
W2887994554,5,F4320306076,National Science Foundation,PHY-1707965
W2887994554,6,F4320306101,National Aeronautics and Space Administration,NA
W2887994554,7,F4320309398,California Institute of Technology,NA
W2887994554,8,F4320312986,Sherman Fairchild Foundation,NA
W2887994554,9,F4320322511,Narodowe Centrum Nauki,OPUS 2015/19/B/ST9/01099
W2887994554,10,F4320322511,Narodowe Centrum Nauki,LOFT/eXTP 2013/10/M/ST9/00729
W2887994554,11,F4320322511,Narodowe Centrum Nauki,DEC-2012/07/E/ST9/01360
W2887994554,12,F4320332812,Smithsonian Astrophysical Observatory,NAS8-03060
W2887994554,13,F4320332999,Horizon 2020 Framework Programme,NA
W2887994554,14,F4320338337,H2020 Marie Skłodowska-Curie Actions,690904
W2802973008,1,F4320338294,Air Force Research Laboratory,FA8750-15-1-0205
W2962964228,1,F4320306196,Welch Foundation,16‐17
W2962964228,2,F4320320431,Australian National University,NA
W2962964228,3,F4320321912,Ministry of Education and Science of the Russian Federation,16.8939.2017/8.9
W2962964228,4,F4320324099,Russian Science Foundation,17‐73‐20336
W2790150729,1,F4320306076,National Science Foundation,1748650
W2790150729,2,F4320331888,Microelectronics Advanced Research Corporation,NA
W2790150729,3,F4320332178,National Institute of Standards and Technology,NA
W2790150729,4,F4320332180,Defense Advanced Research Projects Agency,NA
W2790150729,5,F4320337396,Division of Industrial Innovation and Partnerships,1540018
W2807598935,1,F4320322120,National Research Foundation of Korea,2017R1A2B4006460
W2807598935,2,F4320322120,National Research Foundation of Korea,2016M3A7B4910426
W2964147789,1,F4320306196,Welch Foundation,AT-1617
W2964147789,2,F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",CBET-1606141
W2964147789,3,F4320337392,"Division of Electrical, Communications and Cyber Systems",ECCS-0955027
W2795082554,1,F4320321681,"Ministry of Trade, Industry and Energy",10045226
W2795082554,2,F4320322120,National Research Foundation of Korea,10045226
W2795082554,3,F4320322120,National Research Foundation of Korea,NRF-2016M3D1A1-27663
W2793454459,1,F4320307801,Texas Instruments,NA
W2883916923,1,F4320327708,University of Texas at Dallas,RP120588
W2883916923,2,F4320332161,National Institutes of Health,1R01DK103363
W2885824833,1,F4320306183,James S. McDonnell Foundation,NA
W2885824833,2,F4320315284,Hope Center for Neurological Disorders,NA
W2885824833,3,F4320320532,Australian Publishers Association,NA
W2885824833,4,F4320332161,National Institutes of Health,TR000448
W2885824833,5,F4320332161,National Institutes of Health,MH112473
W2885824833,6,F4320332161,National Institutes of Health,NS088590
W2885824833,7,F4320332161,National Institutes of Health,MH104592
W2885824833,8,F4320332884,McDonnell Center for Systems Neuroscience,NA
W2785287303,1,F4320306196,Welch Foundation,AT 16-17
W2785287303,2,F4320334704,Australian Research Council,NA
W2904577524,1,F4320306161,National Multiple Sclerosis Society,BB/H008217/1
W2904577524,2,F4320306161,National Multiple Sclerosis Society,1R01AG047972
W2904577524,3,F4320306161,National Multiple Sclerosis Society,RG150704951
W2904577524,4,F4320320273,University of Cambridge,BB/H008217/1
W2904577524,5,F4320320273,University of Cambridge,1R01AG047972
W2904577524,6,F4320320273,University of Cambridge,RG150704951
W2904577524,7,F4320332161,National Institutes of Health,BB/H008217/1
W2904577524,8,F4320332161,National Institutes of Health,1R01AG047972
W2904577524,9,F4320332161,National Institutes of Health,RG150704951
W2904577524,10,F4320334626,Medical Research Council,BB/H008217/1
W2904577524,11,F4320334626,Medical Research Council,1R01AG047972
W2904577524,12,F4320334626,Medical Research Council,RG150704951
W2904577524,13,F4320334629,Biotechnology and Biological Sciences Research Council,BB/H008217/1
W2904577524,14,F4320334629,Biotechnology and Biological Sciences Research Council,1R01AG047972
W2904577524,15,F4320334629,Biotechnology and Biological Sciences Research Council,RG150704951
W2800231721,1,F4320306183,James S. McDonnell Foundation,Understanding Human Cognition Scholar Award
W2800231721,2,F4320332161,National Institutes of Health,5R37AG-006265-30
W2890789593,1,F4320309856,National Youth Science Foundation,51606193
W2890789593,2,F4320321001,National Natural Science Foundation of China,51571015
W2890789593,3,F4320335777,National Key Research and Development Program of China,2016YFB0402102
W2899542570,1,F4320332161,National Institutes of Health,R01AG050523
W2791248671,1,F4320306101,National Aeronautics and Space Administration,NNX15CSS05C
W2791248671,2,F4320306196,Welch Foundation,AT-0029
W2791248671,3,F4320338279,Air Force Office of Scientific Research,FA9550-15-1-0089
W2791248671,4,F4320338279,Air Force Office of Scientific Research,FA2386-13-1-4119
W2801392758,1,F4320307801,Texas Instruments,NA
W2801052927,1,F4320306076,National Science Foundation,1636306
W2801052927,2,F4320321001,National Natural Science Foundation of China,51103004
W2801052927,3,F4320321001,National Natural Science Foundation of China,51522301
