id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W2160153212,0,https://doi.org/10.1002/bies.1108,BioEssays,Translational control of gene expression,2001-07-25,FALSE,1197,article,journal-article,,1,A5090025131,first,,Ernest M. Hannig,,I162577319,1
W1962528201,0,https://doi.org/10.1038/82947,Nature Neuroscience,Prototype-referenced shape encoding revealed by high-level aftereffects,2001-01-01,FALSE,874,article,journal-article,11135650,1,A5058986418,first,,David A. Leopold,,I149899117,1
W1962528201,0,https://doi.org/10.1038/82947,Nature Neuroscience,Prototype-referenced shape encoding revealed by high-level aftereffects,2001-01-01,FALSE,874,article,journal-article,11135650,2,A5039197772,middle,,Alice J. O’Toole,,I162577319,1
W1962528201,0,https://doi.org/10.1038/82947,Nature Neuroscience,Prototype-referenced shape encoding revealed by high-level aftereffects,2001-01-01,FALSE,874,article,journal-article,11135650,3,A5060935547,middle,,Thomas Vetter,,I4210112925,1
W1962528201,0,https://doi.org/10.1038/82947,Nature Neuroscience,Prototype-referenced shape encoding revealed by high-level aftereffects,2001-01-01,FALSE,874,article,journal-article,11135650,4,A5010209213,last,,Volker Blanz,,I4210112925,1
W1984700331,0,https://doi.org/10.1016/s0377-2217(00)00033-3,European Journal of Operational Research,Planning and coordination of production and distribution facilities for multiple commodities,2001-01-01,FALSE,346,article,journal-article,,1,A5038912776,first,,Vaidyanathan Jayaraman,,I137317281,1
W1984700331,0,https://doi.org/10.1016/s0377-2217(00)00033-3,European Journal of Operational Research,Planning and coordination of production and distribution facilities for multiple commodities,2001-01-01,FALSE,346,article,journal-article,,1,A5038912776,first,,Vaidyanathan Jayaraman,,I4210133369,2
W1984700331,0,https://doi.org/10.1016/s0377-2217(00)00033-3,European Journal of Operational Research,Planning and coordination of production and distribution facilities for multiple commodities,2001-01-01,FALSE,346,article,journal-article,,2,A5085540118,last,,Hasan Pirkul,,I162577319,1
W2293675996,93,https://doi.org/10.1145/501436.501438,,Secure pebblenets,2001-01-01,FALSE,255,article,proceedings-article,,1,A5055039589,first,,Stefano Basagni,,I162577319,1
W2293675996,93,https://doi.org/10.1145/501436.501438,,Secure pebblenets,2001-01-01,FALSE,255,article,proceedings-article,,2,A5040056451,middle,,Kris Herrin,,I162577319,1
W2293675996,93,https://doi.org/10.1145/501436.501438,,Secure pebblenets,2001-01-01,FALSE,255,article,proceedings-article,,3,A5058151309,middle,,Danilo Bruschi,,I189158943,1
W2293675996,93,https://doi.org/10.1145/501436.501438,,Secure pebblenets,2001-01-01,FALSE,255,article,proceedings-article,,4,A5005281186,last,,E. Rosti,,I189158943,1
W2093939154,0,https://doi.org/10.1016/s0168-9002(00)00934-7,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,The BES upgrade,2001-02-01,FALSE,243,article,journal-article,,1,A5112078604,first,,J.Z. Bai,,I4210137180,1
W2093939154,0,https://doi.org/10.1016/s0168-9002(00)00934-7,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,The BES upgrade,2001-02-01,FALSE,243,article,journal-article,,2,A5026692446,middle,,Haixu Bao,,I4210137180,1
