id,which_topic,topic_id,topic,subfield_id,subfield,field,field_id,domain_id,domain
W2129497119,1,T10086,Alzheimer's disease research and treatments,2737,Physiology,Medicine,27,4,Health Sciences
W2129497119,2,T10009,Dementia and Cognitive Impairment Research,2738,Psychiatry and Mental health,Medicine,27,4,Health Sciences
W2129497119,3,T12023,Cholinesterase and Neurodegenerative Diseases,2736,Pharmacology,Medicine,27,4,Health Sciences
W2052319966,1,T10179,Supercapacitor Materials and Fabrication,2504,"Electronic, Optical and Magnetic Materials",Materials Science,25,3,Physical Sciences
W2052319966,2,T10018,Advancements in Battery Materials,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W2052319966,3,T10281,Advanced Battery Materials and Technologies,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W1973741448,1,T10581,Neural dynamics and brain function,2805,Cognitive Neuroscience,Neuroscience,28,1,Life Sciences
W1973741448,2,T10241,Functional Brain Connectivity Studies,2805,Cognitive Neuroscience,Neuroscience,28,1,Life Sciences
W1973741448,3,T11513,stochastic dynamics and bifurcation,3109,Statistical and Nonlinear Physics,Physics and Astronomy,31,3,Physical Sciences
W2064286028,1,T10083,Graphene research and applications,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W2064286028,2,T10074,Carbon Nanotubes in Composites,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W2064286028,3,T10018,Advancements in Battery Materials,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W2035438942,1,T10083,Graphene research and applications,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W2035438942,2,T10018,Advancements in Battery Materials,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W2035438942,3,T10502,Advanced Memory and Neural Computing,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W2330407599,1,T10083,Graphene research and applications,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W2330407599,2,T10074,Carbon Nanotubes in Composites,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W2330407599,3,T12627,Graphene and Nanomaterials Applications,2204,Biomedical Engineering,Engineering,22,3,Physical Sciences
W1978441796,1,T10334,"Hearing, Cochlea, Tinnitus, Genetics",2809,Sensory Systems,Neuroscience,28,1,Life Sciences
W1978441796,2,T10542,Vestibular and auditory disorders,2808,Neurology,Neuroscience,28,1,Life Sciences
W1978441796,3,T10283,Hearing Loss and Rehabilitation,2805,Cognitive Neuroscience,Neuroscience,28,1,Life Sciences
W2091797644,1,T10338,Advanced Sensor and Energy Harvesting Materials,2204,Biomedical Engineering,Engineering,22,3,Physical Sciences
