id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,1,A5076863392,first,,Yuanwei Liu,,I166337079,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,2,A5100441049,middle,,Xiao Liu,,I166337079,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,3,A5056349361,middle,,Xidong Mu,,I139759216,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,4,A5056671322,middle,,Tianwei Hou,,I21193070,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,5,A5032454458,middle,,Jiaqi Xu,,I166337079,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,6,A5081612175,middle,,Marco Di Renzo,,I277688954,1
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,6,A5081612175,middle,,Marco Di Renzo,,I4210097418,2
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,6,A5081612175,middle,,Marco Di Renzo,,I1294671590,3
W3159402647,145,https://doi.org/10.1109/comst.2021.3077737,IEEE Communications Surveys & Tutorials,Reconfigurable Intelligent Surfaces: Principles and Opportunities,2021-01-01,FALSE,1031,article,journal-article,,7,A5081018704,last,,Naofal Al‐Dhahir,,I162577319,1
W3167450743,163,https://doi.org/10.1109/jsac.2021.3088681,IEEE Journal on Selected Areas in Communications,A Comprehensive Overview on 5G-and-Beyond Networks With UAVs: From Communications to Sensing and Intelligence,2021-06-15,FALSE,328,article,journal-article,,1,A5048817096,first,,Qingqing Wu,,I204512498,1
