id,which_grant,funder_id,funder_name,award_id
W3159402647,1,F4320320300,European Commission,871464
W3167450743,1,F4320306076,National Science Foundation,ECCS-2030029
W3167450743,2,F4320321001,National Natural Science Foundation of China,62071114
W3167450743,3,F4320334704,Australian Research Council,DP210102169
W3167450743,4,F4320335787,Fundamental Research Funds for the Central Universities,3204002004A2
W3172818029,1,F4320321001,National Natural Science Foundation of China,61901490
W3172818029,2,F4320323268,Nanjing University of Posts and Telecommunications,NY220111
W3172818029,3,F4320330207,Shanghai Aerospace Science and Technology Innovation Foundation,SAST2019-095
W4200219264,1,F4320306196,Welch Foundation,B-0027
W4200219264,2,F4320337367,Division of Materials Research,DMR-1607989
W4200219264,3,F4320337392,"Division of Electrical, Communications and Cyber Systems",ECCS- 2029800
W4200219264,4,F4320337393,Division of Chemistry,CHE-1531590
W4200219264,5,F4320337480,Basic Energy Sciences,DE-SC0019902
W3192837404,1,F4320306076,National Science Foundation,IIP‐1916776
W3192837404,2,F4320306076,National Science Foundation,IIP‐1362033
W3202586693,1,F4320321001,National Natural Science Foundation of China,U1810202
W3202586693,2,F4320321001,National Natural Science Foundation of China,91962220
W3202586693,3,F4320321001,National Natural Science Foundation of China,B17042
W3202586693,4,F4320327912,Higher Education Discipline Innovation Project,NA
W3122701408,1,F4320310161,University of Central Florida,NA
W3122701408,2,F4320332299,National Institute of Food and Agriculture,2020-67021-31257
W3122701408,3,F4320337390,"Division of Chemical, Bioengineering, Environmental, and Transport Systems",1804525
W3122701408,4,F4320337393,Division of Chemistry,1834874
W3127147794,1,F4320321001,National Natural Science Foundation of China,51522301
W3127147794,2,F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0510
W3124041513,1,F4320321001,National Natural Science Foundation of China,91648109
W3124041513,2,F4320322120,National Research Foundation of Korea,2012R1A3A2048841
W3124041513,3,F4320334704,Australian Research Council,FT130100380
W3124041513,4,F4320335785,Project 211,G20212006001
W3124041513,5,F4320336026,National Key Research and Development Program of China Stem Cell and Translational Research,2017YFB0307001
W3124041513,6,F4320338279,Air Force Office of Scientific Research,FA9550-18-1-0510
W3163966458,1,F4320321001,National Natural Science Foundation of China,61832013
W3118393407,1,F4320321001,National Natural Science Foundation of China,71831006
W3118393407,2,F4320321001,National Natural Science Foundation of China,71531010
W3118393407,3,F4320321001,National Natural Science Foundation of China,71421002
W3118393407,4,F4320321001,National Natural Science Foundation of China,72010107002
W3203387279,1,F4320306076,National Science Foundation,DGE-1820640
W3203387279,2,F4320306076,National Science Foundation,CNS-1763627
W3203387279,3,F4320322795,"Ministry of Science and Technology, Taiwan",110-2222-E-224-003
W3198753883,1,F4320308258,Qualcomm,NA
W3198753883,2,F4320321001,National Natural Science Foundation of China,61901313
W3198753883,3,F4320321001,National Natural Science Foundation of China,61825104
W3198753883,4,F4320321001,National Natural Science Foundation of China,61941105
W3198753883,5,F4320321001,National Natural Science Foundation of China,61771366
W3198753883,6,F4320321001,National Natural Science Foundation of China,61971320
W3198753883,7,F4320321543,China Postdoctoral Science Foundation,BX20190264
W3198753883,8,F4320321543,China Postdoctoral Science Foundation,2019M650258
W3198753883,9,F4320321921,Natural Science Foundation of Guangdong Province,2021A1515011900
W3198753883,10,F4320324856,Southeast University,2020D07
W3198753883,11,F4320324856,Southeast University,2021D15
W3198753883,12,F4320336567,Natural Science Basic Research Program of Shaanxi Province,2020JQ-306
W3128636639,1,F4320321681,"Ministry of Trade, Industry and Energy",20184010201720
W3128636639,2,F4320322120,National Research Foundation of Korea,NRF-2018R1A2B3008794
W2999201871,1,F4320321001,National Natural Science Foundation of China,61771066
W2999201871,2,F4320321106,Ministry of Education of the People's Republic of China,2020KJ010802
W2999201871,3,F4320322919,Natural Science Foundation of Beijing Municipality,L192032
W2999201871,4,F4320333596,Key Technology Research and Development Program of Shandong,2019JZZY020901
W2999201871,5,F4320335777,National Key Research and Development Program of China,2019YFB1406500
