id,which_grant,funder_id,funder_name,award_id
W2741941708,1,F4320309001,American Psychological Association,NA
W2741941708,2,F4320309098,Child Neurology Foundation,NA
W2741941708,3,F4320315284,Hope Center for Neurological Disorders,NA
W2741941708,4,F4320322261,Jacobs Foundation,2016121703
W2741941708,5,F4320332161,National Institutes of Health,1P30NS098577
W2741941708,6,F4320332161,National Institutes of Health,TR000448
W2741941708,7,F4320332161,National Institutes of Health,HD087011
W2741941708,8,F4320332161,National Institutes of Health,NS088590
W2741941708,9,F4320332161,National Institutes of Health,MH104592
W2741941708,10,F4320332884,McDonnell Center for Systems Neuroscience,NA
W2709073124,1,F4320321001,National Natural Science Foundation of China,41420104001
W2709073124,2,F4320327912,Higher Education Discipline Innovation Project,B17042
W2767216538,1,F4320306076,National Science Foundation,1737978
W2767216538,2,F4320307762,International Business Machines Corporation,Faculty Award (Research)
W2767216538,3,F4320338279,Air Force Office of Scientific Research,FA9550-14-1-0173
W2735063286,1,F4320306091,American Association for Cancer Research,NA
W2735063286,2,F4320320756,National Cancer Institute - Singapore,P30 GM106397
W2735063286,3,F4320332161,National Institutes of Health,R01 CA210439
W2735063286,4,F4320332161,National Institutes of Health,R01 CA163649
W2735063286,5,F4320332161,National Institutes of Health,R01 CA216853
W2735063286,6,F4320332161,National Institutes of Health,P01CA117969
W2761732384,1,F4320338279,Air Force Office of Scientific Research,FA9550-14-1-0229
W2761732384,2,F4320338279,Air Force Office of Scientific Research,FA9550-17-1-0328
W2746563869,1,F4320306196,Welch Foundation,AT-0029
W2746563869,2,F4320306196,Welch Foundation,award299797
W2746563869,3,F4320321640,Ministry of Knowledge Economy,20168510011350
W2746563869,4,F4320321640,Ministry of Knowledge Economy,award299793
W2746563869,5,F4320332467,U.S. Air Force,award299796
W2746563869,6,F4320332467,U.S. Air Force,AOARD-FA2386-13-4119
W2746563869,7,F4320337345,Office of Naval Research,N00014-14-1-0158
W2746563869,8,F4320337345,Office of Naval Research,award299798
W2746563869,9,F4320338279,Air Force Office of Scientific Research,award299795
W2746563869,10,F4320338279,Air Force Office of Scientific Research,FA9550-12-1-0035
W2754506855,1,F4320332183,U.S. Geological Survey,NA
W2766393343,1,F4320306076,National Science Foundation,1319841
W2581205918,1,F4320306084,U.S. Department of Energy,DE-AC36-08GO28308
W2581205918,2,F4320338290,National Renewable Energy Laboratory,XGJ-6-62183-01
W2749279500,1,F4320306095,American Cancer Society,NA
W2749279500,2,F4320306196,Welch Foundation,I-1942-20170325
W2749279500,3,F4320321001,National Natural Science Foundation of China,31670836
W2749279500,4,F4320332161,National Institutes of Health,R01DK111430
W2749279500,5,F4320332161,National Institutes of Health,K01DK093543
W2749279500,6,F4320332161,National Institutes of Health,R03DK101665
