id,which_topic,topic_id,topic,subfield_id,subfield,field,field_id,domain_id,domain
W1661939691,1,T10406,Planetary Science and Exploration,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W1661939691,2,T13563,Chemical Analysis and Environmental Impact,2307,"Health, Toxicology and Mutagenesis",Environmental Science,23,3,Physical Sciences
W1661939691,3,T12788,Space Science and Extraterrestrial Life,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W2014677332,1,T10338,Advanced Sensor and Energy Harvesting Materials,2204,Biomedical Engineering,Engineering,22,3,Physical Sciences
W2014677332,2,T11737,Advanced Materials and Mechanics,2210,Mechanical Engineering,Engineering,22,3,Physical Sciences
W2014677332,3,T11608,Dielectric materials and actuators,2204,Biomedical Engineering,Engineering,22,3,Physical Sciences
W2152693230,1,T10406,Planetary Science and Exploration,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W2152693230,2,T10325,Astro and Planetary Science,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W2152693230,3,T14214,Space Exploration and Technology,2202,Aerospace Engineering,Engineering,22,3,Physical Sciences
W1998648683,1,T10283,Hearing Loss and Rehabilitation,2805,Cognitive Neuroscience,Neuroscience,28,1,Life Sciences
W1998648683,2,T10860,Speech and Audio Processing,1711,Signal Processing,Computer Science,17,3,Physical Sciences
W1998648683,3,T10822,Acoustic Wave Phenomena Research,2204,Biomedical Engineering,Engineering,22,3,Physical Sciences
W2017819785,1,T11187,Nonlinear Dynamics and Pattern Formation,1705,Computer Networks and Communications,Computer Science,17,3,Physical Sciences
W2017819785,2,T12162,Cellular Automata and Applications,1703,Computational Theory and Mathematics,Computer Science,17,3,Physical Sciences
W2017819785,3,T11347,Neural Networks Stability and Synchronization,1705,Computer Networks and Communications,Computer Science,17,3,Physical Sciences
W2133295669,1,T11448,Face recognition and analysis,1707,Computer Vision and Pattern Recognition,Computer Science,17,3,Physical Sciences
W2133295669,2,T10828,Biometric Identification and Security,1711,Signal Processing,Computer Science,17,3,Physical Sciences
W2133295669,3,T10057,Face and Expression Recognition,1707,Computer Vision and Pattern Recognition,Computer Science,17,3,Physical Sciences
W1638771311,1,T10406,Planetary Science and Exploration,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W1638771311,2,T10325,Astro and Planetary Science,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W1638771311,3,T12788,Space Science and Extraterrestrial Life,3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
