id,which_grant,funder_id,funder_name,award_id
W2528423716,1,F4320306084,U.S. Department of Energy,DE-AC02-05CH11231
W2528423716,2,F4320309679,Applied Materials,NA
W2528423716,3,F4320337345,Office of Naval Research,NA
W2515756451,1,F4320320006,Royal Society,NA
W2515756451,2,F4320321001,National Natural Science Foundation of China,61471302
W2515756451,3,F4320327912,Higher Education Discipline Innovation Project,111-2-14
W2516718464,1,F4320321114,Bundesministerium für Bildung und Forschung,01EV0703
W2516718464,2,F4320332591,Intellectual and Developmental Disabilities Research Center,U54 HD087011
W2516718464,3,F4320332591,Intellectual and Developmental Disabilities Research Center,P30 HD062171
W2495919264,1,F4320306087,Semiconductor Research Corporation,NA
W2495919264,2,F4320331888,Microelectronics Advanced Research Corporation,NA
W2495919264,3,F4320332178,National Institute of Standards and Technology,NA
W2495919264,4,F4320332180,Defense Advanced Research Projects Agency,NA
W2530434022,1,F4320337480,Basic Energy Sciences,DE-FG02-08ER-46491
W2535751405,1,F4320306076,National Science Foundation,CNS-1553683
W2535751405,2,F4320320709,National Research Foundation Singapore,NRF2014NCR-NCR001-40
W2535751405,3,F4320332178,National Institute of Standards and Technology,70NANB14H236
W2309234657,1,F4320306087,Semiconductor Research Corporation,NA
W2309234657,2,F4320321800,Nederlandse Organisatie voor Wetenschappelijk Onderzoek,NA
W2309234657,3,F4320332178,National Institute of Standards and Technology,NA
W2309234657,4,F4320337480,Basic Energy Sciences,DE-AC02-05Ch11231
W2283896980,1,F4320306076,National Science Foundation,IIS-1161997
W2283896980,2,F4320332161,National Institutes of Health,R01 DC013547
W2564149303,1,F4320332161,National Institutes of Health,R01 NS094384-01
W2564149303,2,F4320332161,National Institutes of Health,R01 NS085167-01
W2564149303,3,F4320332180,Defense Advanced Research Projects Agency,HR0011-15-2-0017
W2289276926,1,F4320306076,National Science Foundation,NA
W2289276926,2,F4320306084,U.S. Department of Energy,De-AC02-07CH11359
W2289276926,3,F4320309636,University of Minnesota,NA
W2289276926,4,F4320320719,"Department of Science and Technology, Ministry of Science and Technology, India",NA
W2289276926,5,F4320321005,"Ministerstvo Školství, Mládeže a Tělovýchovy",NA
W2289276926,6,F4320321079,Russian Foundation for Basic Research,NA
W2289276926,7,F4320321912,Ministry of Education and Science of the Russian Federation,NA
W2289276926,8,F4320322025,Conselho Nacional de Desenvolvimento Científico e Tecnológico,NA
W2289276926,9,F4320323204,Fundação de Amparo à Pesquisa do Estado de Goiás,NA
W2289276926,10,F4320334678,European Research Council,NA
W2289276926,11,F4320334801,Russian Academy of Sciences,NA
W2261577209,1,F4320306084,U.S. Department of Energy,NA
W2261577209,2,F4320315781,Small Business Technology Transfer,DE-SC0009447
W2261577209,3,F4320321912,Ministry of Education and Science of the Russian Federation,K2-2015-014
W2422728319,1,F4320332161,National Institutes of Health,R21MH083164
W2516046201,1,F4320306076,National Science Foundation,ECCS-1509063
W2516046201,2,F4320306076,National Science Foundation,CNS-1150079
W2519753596,1,F4320306076,National Science Foundation,DGE-1143954
W2519753596,2,F4320306164,Simons Foundation,95177
W2519753596,3,F4320306183,James S. McDonnell Foundation,NA
