id,which_topic,topic_id,topic,subfield_id,subfield,field,field_id,domain_id,domain
W4387440676,1,T10044,Protein Structure and Dynamics,1312,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",13,1,Life Sciences
W4387440676,2,T11986,Scientific Computing and Data Management,1802,Information Systems and Management,Decision Sciences,18,2,Social Sciences
W4387440676,3,T10836,Metabolomics and Mass Spectrometry Studies,1312,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",13,1,Life Sciences
W4385383224,1,T10783,Additive Manufacturing and 3D Printing Technologies,2203,Automotive Engineering,Engineering,22,3,Physical Sciences
W4385383224,2,T12190,Innovations in Concrete and Construction Materials,2215,Building and Construction,Engineering,22,3,Physical Sciences
W4385383224,3,T12570,Photopolymerization techniques and applications,1605,Organic Chemistry,Chemistry,16,3,Physical Sciences
W4378471793,1,T10026,"Galaxies: Formation, Evolution, Phenomena",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4378471793,2,T12917,Astronomy and Astrophysical Research,3105,Instrumentation,Physics and Astronomy,31,3,Physical Sciences
W4378471793,3,T10039,"Stellar, planetary, and galactic studies",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4317209626,1,T10026,"Galaxies: Formation, Evolution, Phenomena",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4317209626,2,T10818,Astrophysics and Cosmic Phenomena,3106,Nuclear and High Energy Physics,Physics and Astronomy,31,3,Physical Sciences
W4317209626,3,T12917,Astronomy and Astrophysical Research,3105,Instrumentation,Physics and Astronomy,31,3,Physical Sciences
W4317242238,1,T10275,2D Materials and Applications,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W4317242238,2,T10083,Graphene research and applications,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W4317242238,3,T12046,MXene and MAX Phase Materials,2505,Materials Chemistry,Materials Science,25,3,Physical Sciences
W4298183056,1,T12917,Astronomy and Astrophysical Research,3105,Instrumentation,Physics and Astronomy,31,3,Physical Sciences
W4298183056,2,T10039,"Stellar, planetary, and galactic studies",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4298183056,3,T10026,"Galaxies: Formation, Evolution, Phenomena",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4292420463,1,T10026,"Galaxies: Formation, Evolution, Phenomena",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4292420463,2,T11992,CCD and CMOS Imaging Sensors,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W4292420463,3,T10039,"Stellar, planetary, and galactic studies",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4292421616,1,T12917,Astronomy and Astrophysical Research,3105,Instrumentation,Physics and Astronomy,31,3,Physical Sciences
W4292421616,2,T10039,"Stellar, planetary, and galactic studies",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
W4292421616,3,T11992,CCD and CMOS Imaging Sensors,2208,Electrical and Electronic Engineering,Engineering,22,3,Physical Sciences
W4292421666,1,T10026,"Galaxies: Formation, Evolution, Phenomena",3103,Astronomy and Astrophysics,Physics and Astronomy,31,3,Physical Sciences
