id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W2308512098,131,https://doi.org/10.1055/s-0042-1748136,Journal of the American Academy of Audiology,Report of the Consensus Conference on the Diagnosis of Auditory Processing Disorders in School-Aged Children,2000-10-01,FALSE,485,article,journal-article,11057730,1,A5111725105,first,,James Jerger,,I162577319,1
W2308512098,131,https://doi.org/10.1055/s-0042-1748136,Journal of the American Academy of Audiology,Report of the Consensus Conference on the Diagnosis of Auditory Processing Disorders in School-Aged Children,2000-10-01,FALSE,485,article,journal-article,11057730,2,A5059245982,last,,Frank E. Musiek,,I1289422878,1
W2129773948,0,https://doi.org/10.1023/a:1026775408875,Space Science Reviews,,2000-01-01,FALSE,294,article,journal-article,,1,A5015711255,first,,Brian A. Tinsley,,I162577319,1
W1965695542,71,https://doi.org/10.1074/jbc.m002843200,Journal of Biological Chemistry,Telomere Shortening Is Proportional to the Size of the G-rich Telomeric 3′-Overhang,2000-06-01,FALSE,266,article,journal-article,10787419,1,A5023296247,first,,Kenneth E. Huffman,,I162577319,1
W1965695542,71,https://doi.org/10.1074/jbc.m002843200,Journal of Biological Chemistry,Telomere Shortening Is Proportional to the Size of the G-rich Telomeric 3′-Overhang,2000-06-01,FALSE,266,article,journal-article,10787419,2,A5014276931,middle,,Stephen D. Levene,,I162577319,1
W1965695542,71,https://doi.org/10.1074/jbc.m002843200,Journal of Biological Chemistry,Telomere Shortening Is Proportional to the Size of the G-rich Telomeric 3′-Overhang,2000-06-01,FALSE,266,article,journal-article,10787419,3,A5031928175,middle,,Valerie M. Tesmer,,I867280407,1
W1965695542,71,https://doi.org/10.1074/jbc.m002843200,Journal of Biological Chemistry,Telomere Shortening Is Proportional to the Size of the G-rich Telomeric 3′-Overhang,2000-06-01,FALSE,266,article,journal-article,10787419,4,A5081012778,middle,,Jerry W. Shay,,I867280407,1
W1965695542,71,https://doi.org/10.1074/jbc.m002843200,Journal of Biological Chemistry,Telomere Shortening Is Proportional to the Size of the G-rich Telomeric 3′-Overhang,2000-06-01,FALSE,266,article,journal-article,10787419,5,A5018167935,last,,Woodring E. Wright,,I867280407,1
W2412474611,145,https://doi.org/10.1055/s-0042-1748038,Journal of the American Academy of Audiology,Similarities between Severe Tinnitus and Chronic Pain,2000-03-01,FALSE,239,article,journal-article,10755808,1,A5112730670,first,,Aage R. Møller,,I162577319,1
W2061958599,0,https://doi.org/10.1016/s1381-1177(99)00123-x,Journal of Molecular Catalysis B Enzymatic,Cytochrome c immobilization into mesoporous molecular sieves,2000-10-01,FALSE,238,article,journal-article,,1,A5026415000,first,,Lisa Washmon-Kriel,,I162577319,1
W2061958599,0,https://doi.org/10.1016/s1381-1177(99)00123-x,Journal of Molecular Catalysis B Enzymatic,Cytochrome c immobilization into mesoporous molecular sieves,2000-10-01,FALSE,238,article,journal-article,,2,A5045852674,middle,,Victoria L Jimenez,,I162577319,1
W2061958599,0,https://doi.org/10.1016/s1381-1177(99)00123-x,Journal of Molecular Catalysis B Enzymatic,Cytochrome c immobilization into mesoporous molecular sieves,2000-10-01,FALSE,238,article,journal-article,,3,A5068374736,last,,Kenneth J. Balkus,,I162577319,1
W2136551307,0,https://doi.org/10.1007/s004100000139,Contributions to Mineralogy and Petrology,"Experimental comparison of trace element partitioning between clinopyroxene and melt in carbonate and silicate systems, and implications for mantle metasomatism",2000-07-01,FALSE,222,article,journal-article,,1,A5088458520,first,,Jon Blundy,,I36234482,1
W2136551307,0,https://doi.org/10.1007/s004100000139,Contributions to Mineralogy and Petrology,"Experimental comparison of trace element partitioning between clinopyroxene and melt in carbonate and silicate systems, and implications for mantle metasomatism",2000-07-01,FALSE,222,article,journal-article,,2,A5113570713,last,,John A. Dalton,,I36234482,1
W2136551307,0,https://doi.org/10.1007/s004100000139,Contributions to Mineralogy and Petrology,"Experimental comparison of trace element partitioning between clinopyroxene and melt in carbonate and silicate systems, and implications for mantle metasomatism",2000-07-01,FALSE,222,article,journal-article,,2,A5113570713,last,,John A. Dalton,,I162577319,2
W2085481604,70,https://doi.org/10.1021/ma991521d,Macromolecules,MEH-PPV: Improved Synthetic Procedure and Molecular Weight Control,2000-03-16,FALSE,190,article,journal-article,,1,A5048746935,first,,Charles J. Neef,,I162577319,1
W2085481604,70,https://doi.org/10.1021/ma991521d,Macromolecules,MEH-PPV: Improved Synthetic Procedure and Molecular Weight Control,2000-03-16,FALSE,190,article,journal-article,,2,A5040811912,last,,John P. Ferraris,,I162577319,1
W2014243400,161,https://doi.org/10.1175/1520-0469(2000)057<2118:eoicot>2.0.co;2,Journal of the Atmospheric Sciences,Effects of Image Charges on the Scavenging of Aerosol Particles by Cloud Droplets and on Droplet Charging and Possible Ice Nucleation Processes,2000-07-01,FALSE,184,article,journal-article,,1,A5015711255,first,,Brian A. Tinsley,,I162577319,1
W2014243400,161,https://doi.org/10.1175/1520-0469(2000)057<2118:eoicot>2.0.co;2,Journal of the Atmospheric Sciences,Effects of Image Charges on the Scavenging of Aerosol Particles by Cloud Droplets and on Droplet Charging and Possible Ice Nucleation Processes,2000-07-01,FALSE,184,article,journal-article,,2,A5086766941,middle,,R. P. Rohrbaugh,,I162577319,1
W2014243400,161,https://doi.org/10.1175/1520-0469(2000)057<2118:eoicot>2.0.co;2,Journal of the Atmospheric Sciences,Effects of Image Charges on the Scavenging of Aerosol Particles by Cloud Droplets and on Droplet Charging and Possible Ice Nucleation Processes,2000-07-01,FALSE,184,article,journal-article,,3,A5006564242,middle,,M. Hei,,I162577319,1
W2014243400,161,https://doi.org/10.1175/1520-0469(2000)057<2118:eoicot>2.0.co;2,Journal of the Atmospheric Sciences,Effects of Image Charges on the Scavenging of Aerosol Particles by Cloud Droplets and on Droplet Charging and Possible Ice Nucleation Processes,2000-07-01,FALSE,184,article,journal-article,,4,A5053973275,last,,Kenneth V. Beard,,I157725225,1
W2014938809,166,https://doi.org/10.1121/1.429612,The Journal of the Acoustical Society of America,The effect of parametric variations of cochlear implant processors on speech understanding,2000-08-01,FALSE,166,article,journal-article,10955646,1,A5108505492,first,,Philipos C. Loizou,,I162577319,1
W2014938809,166,https://doi.org/10.1121/1.429612,The Journal of the Acoustical Society of America,The effect of parametric variations of cochlear implant processors on speech understanding,2000-08-01,FALSE,166,article,journal-article,10955646,2,A5089778876,middle,,Oguz Poroy,,I162577319,1
W2014938809,166,https://doi.org/10.1121/1.429612,The Journal of the Acoustical Society of America,The effect of parametric variations of cochlear implant processors on speech understanding,2000-08-01,FALSE,166,article,journal-article,10955646,3,A5074389724,last,,Michael F. Dorman,,I55732556,1
W2026324327,0,https://doi.org/10.1006/enrs.1999.4003,Environmental Research,Acquisition and Retention of Lead by Young Children,2000-01-01,FALSE,161,article,journal-article,10677147,1,A5088101750,first,,William I. Manton,,I162577319,1
W2026324327,0,https://doi.org/10.1006/enrs.1999.4003,Environmental Research,Acquisition and Retention of Lead by Young Children,2000-01-01,FALSE,161,article,journal-article,10677147,2,A5108223174,middle,,Carol R. Angle,,I59130452,1
W2026324327,0,https://doi.org/10.1006/enrs.1999.4003,Environmental Research,Acquisition and Retention of Lead by Young Children,2000-01-01,FALSE,161,article,journal-article,10677147,3,A5013089335,middle,,Kaye L. Stanek,,I122266389,1
W2026324327,0,https://doi.org/10.1006/enrs.1999.4003,Environmental Research,Acquisition and Retention of Lead by Young Children,2000-01-01,FALSE,161,article,journal-article,10677147,4,A5014705505,middle,,Y.R. Reese,,I162577319,1
W2026324327,0,https://doi.org/10.1006/enrs.1999.4003,Environmental Research,Acquisition and Retention of Lead by Young Children,2000-01-01,FALSE,161,article,journal-article,10677147,5,A5011549635,last,,T.J. Kuehnemann,,I59130452,1
W2085822974,53,https://doi.org/10.1109/92.820765,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,High-performance energy-efficient D-flip-flop circuits,2000-02-01,FALSE,142,article,journal-article,,1,A5112308723,first,,Uming Ko,,I74760111,1
W2085822974,53,https://doi.org/10.1109/92.820765,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,High-performance energy-efficient D-flip-flop circuits,2000-02-01,FALSE,142,article,journal-article,,2,A5062920454,last,,Poras T. Balsara,,I162577319,1
W2146540363,147,https://doi.org/10.1128/jb.182.19.5332-5341.2000,Journal of Bacteriology,Purine Catabolism in <i>Escherichia coli</i> and Function of Xanthine Dehydrogenase in Purine Salvage,2000-10-01,FALSE,140,article,journal-article,10986234,1,A5086382447,first,,Hualin Simon Xi,,I162577319,1
W2146540363,147,https://doi.org/10.1128/jb.182.19.5332-5341.2000,Journal of Bacteriology,Purine Catabolism in <i>Escherichia coli</i> and Function of Xanthine Dehydrogenase in Purine Salvage,2000-10-01,FALSE,140,article,journal-article,10986234,2,A5110271073,middle,,Barbara L. Schneider,,I162577319,1
W2146540363,147,https://doi.org/10.1128/jb.182.19.5332-5341.2000,Journal of Bacteriology,Purine Catabolism in <i>Escherichia coli</i> and Function of Xanthine Dehydrogenase in Purine Salvage,2000-10-01,FALSE,140,article,journal-article,10986234,3,A5021030787,last,,Larry Reitzer,,I162577319,1
W2064426857,0,https://doi.org/10.1016/s0166-218x(99)00206-1,Discrete Applied Mathematics,Parallel machine scheduling with a common server,2000-06-01,FALSE,135,article,journal-article,,1,A5038577914,first,,Nicholas G. Hall,,I52357470,1
W2064426857,0,https://doi.org/10.1016/s0166-218x(99)00206-1,Discrete Applied Mathematics,Parallel machine scheduling with a common server,2000-06-01,FALSE,135,article,journal-article,,1,A5038577914,first,,Nicholas G. Hall,,I4210155590,2
W2064426857,0,https://doi.org/10.1016/s0166-218x(99)00206-1,Discrete Applied Mathematics,Parallel machine scheduling with a common server,2000-06-01,FALSE,135,article,journal-article,,2,A5110115423,middle,,Chris N. Potts,,I43439940,1
W2064426857,0,https://doi.org/10.1016/s0166-218x(99)00206-1,Discrete Applied Mathematics,Parallel machine scheduling with a common server,2000-06-01,FALSE,135,article,journal-article,,3,A5058359468,last,,Chelliah Sriskandarajah,,I162577319,1
W2157592742,58,https://doi.org/10.1109/25.875258,IEEE Transactions on Vehicular Technology,Portable movement modeling for PCS networks,2000-07-01,FALSE,134,article,journal-article,,1,A5016290340,first,,Yuguang Fang,,I33213144,1
W2157592742,58,https://doi.org/10.1109/25.875258,IEEE Transactions on Vehicular Technology,Portable movement modeling for PCS networks,2000-07-01,FALSE,134,article,journal-article,,2,A5048827940,middle,,Imrich Chlamtac,,I162577319,1
W2157592742,58,https://doi.org/10.1109/25.875258,IEEE Transactions on Vehicular Technology,Portable movement modeling for PCS networks,2000-07-01,FALSE,134,article,journal-article,,3,A5041723502,last,,Yi‐Bing Lin,,I148366613,1
W2118333970,137,https://doi.org/10.1128/jb.182.11.3037-3044.2000,Journal of Bacteriology,mRNA Composition and Control of Bacterial Gene Expression,2000-06-01,FALSE,133,article,journal-article,10809680,1,A5061877215,first,,Sung‐Tzu Liang,,I162577319,1
W2118333970,137,https://doi.org/10.1128/jb.182.11.3037-3044.2000,Journal of Bacteriology,mRNA Composition and Control of Bacterial Gene Expression,2000-06-01,FALSE,133,article,journal-article,10809680,2,A5073820332,middle,,You Xu,,I162577319,1
W2118333970,137,https://doi.org/10.1128/jb.182.11.3037-3044.2000,Journal of Bacteriology,mRNA Composition and Control of Bacterial Gene Expression,2000-06-01,FALSE,133,article,journal-article,10809680,3,A5112530628,middle,,Patrick P. Dennis,,I141945490,1
W2118333970,137,https://doi.org/10.1128/jb.182.11.3037-3044.2000,Journal of Bacteriology,mRNA Composition and Control of Bacterial Gene Expression,2000-06-01,FALSE,133,article,journal-article,10809680,4,A5049021799,last,,H. J. Bremer,,I162577319,1
W2130561017,109,https://doi.org/10.1109/3477.875448,IEEE Transactions on Systems Man and Cybernetics Part B (Cybernetics),Reachability analysis of real-time systems using time Petri nets,2000-01-01,FALSE,131,article,journal-article,18252405,1,A5015722925,first,,J. Wang,,I19700959,1
