id,which_mesh,term,is_major_topic,qualifier_name
W2070662831,1,Cotton Fiber,TRUE,
W2070662831,2,Nylons,TRUE,
W2070662831,3,Tensile Strength,TRUE,
W2070662831,4,"Torsion, Mechanical",TRUE,
W2070662831,5,Humans,FALSE,
W2070662831,6,Muscles,FALSE,chemistry
W2070662831,7,Muscles,FALSE,ultrastructure
W2070662831,8,Muscles,FALSE,
W2070662831,9,Polymers,FALSE,
W2070662831,10,Porosity,FALSE,
W2063435176,1,Aging,TRUE,physiology
W2063435176,2,Connectome,TRUE,
W2063435176,3,"Memory, Long-Term",TRUE,physiology
W2063435176,4,Nerve Net,TRUE,growth & development
W2063435176,5,Adult,FALSE,
W2063435176,6,Aged,FALSE,
W2063435176,7,"Aged, 80 and over",FALSE,
W2063435176,8,Aging,FALSE,psychology
W2063435176,9,Aging,FALSE,
W2063435176,10,Female,FALSE,
W2063435176,11,Healthy Volunteers,FALSE,
W2063435176,12,Humans,FALSE,
W2063435176,13,Magnetic Resonance Imaging,FALSE,
W2063435176,14,Male,FALSE,
W2063435176,15,"Memory, Long-Term",FALSE,
W2063435176,16,Middle Aged,FALSE,
W2063435176,17,"Models, Neurological",FALSE,
W2063435176,18,Nerve Net,FALSE,
W2063435176,19,Rest,FALSE,
W2063435176,20,Young Adult,FALSE,
W2005741801,1,Algorithms,TRUE,
W2005741801,2,Artifacts,TRUE,
W2005741801,3,Heart Rate,TRUE,physiology
W2005741801,4,"Monitoring, Ambulatory",TRUE,methods
W2005741801,5,Photoplethysmography,TRUE,methods
W2005741801,6,Running,TRUE,physiology
W2005741801,7,Adolescent,FALSE,
W2005741801,8,Adult,FALSE,
W2005741801,9,Heart Rate,FALSE,
W2005741801,10,Humans,FALSE,
W2005741801,11,Male,FALSE,
W2005741801,12,"Monitoring, Ambulatory",FALSE,
W2005741801,13,"Pattern Recognition, Automated",FALSE,methods
W2005741801,14,"Pattern Recognition, Automated",FALSE,
W2005741801,15,Photoplethysmography,FALSE,
W2005741801,16,Physical Endurance,FALSE,
W2005741801,17,Physical Endurance,FALSE,physiology
W2005741801,18,Physical Exertion,FALSE,
W2005741801,19,Physical Exertion,FALSE,physiology
W2005741801,20,Reproducibility of Results,FALSE,
W2005741801,21,Running,FALSE,
W2005741801,22,Sensitivity and Specificity,FALSE,
W2005741801,23,Wrist,FALSE,
W2005741801,24,Wrist,FALSE,physiology
W2005741801,25,Young Adult,FALSE,
W2335685603,1,Disulfides,TRUE,
W2335685603,2,Molybdenum,TRUE,
W2335685603,3,Oxides,TRUE,
W2335685603,4,"Transistors, Electronic",TRUE,
W2335685603,5,Electric Impedance,FALSE,
W2114893730,1,Autistic Disorder,TRUE,genetics
W2114893730,2,Brain,TRUE,growth & development
W2114893730,3,Gene Regulatory Networks,TRUE,
W2114893730,4,RNA,TRUE,genetics
W2114893730,5,RNA-Binding Proteins,TRUE,genetics
W2114893730,6,Repressor Proteins,TRUE,genetics
W2114893730,7,Alternative Splicing,FALSE,
W2114893730,8,Animals,FALSE,
W2114893730,9,Autistic Disorder,FALSE,
W2114893730,10,Autistic Disorder,FALSE,metabolism
W2114893730,11,Base Sequence,FALSE,
W2114893730,12,Brain,FALSE,
W2114893730,13,Brain,FALSE,metabolism
W2114893730,14,Exons,FALSE,
W2114893730,15,Genetic Predisposition to Disease,FALSE,
W2114893730,16,Humans,FALSE,
W2114893730,17,Immunoprecipitation,FALSE,
W2114893730,18,Mice,FALSE,
W2114893730,19,"Models, Genetic",FALSE,
W2114893730,20,"Models, Molecular",FALSE,
W2114893730,21,Molecular Sequence Data,FALSE,
W2114893730,22,RNA,FALSE,
W2114893730,23,RNA,FALSE,metabolism
W2114893730,24,RNA-Binding Proteins,FALSE,
W2114893730,25,RNA-Binding Proteins,FALSE,metabolism
W2114893730,26,Repressor Proteins,FALSE,
W2114893730,27,Repressor Proteins,FALSE,metabolism
W2169710039,1,CCCTC-Binding Factor,FALSE,
W2169710039,2,Cell Cycle Proteins,FALSE,genetics
W2169710039,3,Cell Line,FALSE,
W2169710039,4,Chromatin,FALSE,genetics
W2169710039,5,Chromatin Immunoprecipitation,FALSE,
W2169710039,6,"Chromosomal Proteins, Non-Histone",FALSE,genetics
W2169710039,7,Chromosome Mapping,FALSE,
W2169710039,8,Cluster Analysis,FALSE,
W2169710039,9,Cohesins,FALSE,
W2169710039,10,Computational Biology,FALSE,
W2169710039,11,Datasets as Topic,FALSE,
W2169710039,12,"Enhancer Elements, Genetic",FALSE,
W2169710039,13,"Epistasis, Genetic",FALSE,
W2169710039,14,Gene Expression Regulation,FALSE,
W2169710039,15,Gene Regulatory Networks,FALSE,
W2169710039,16,Genetic Loci,FALSE,
W2169710039,17,"Genome, Human",FALSE,
W2169710039,18,Genome-Wide Association Study,FALSE,
W2169710039,19,Genomics,FALSE,methods
W2169710039,20,Humans,FALSE,
W2169710039,21,Organ Specificity,FALSE,genetics
W2169710039,22,"Promoter Regions, Genetic",FALSE,
W2169710039,23,"Regulatory Sequences, Nucleic Acid",FALSE,
W2169710039,24,Repressor Proteins,FALSE,genetics
W2169710039,25,Trans-Activators,FALSE,genetics
W2169710039,26,Transcription Factors,FALSE,metabolism
W2010773538,1,Fluorescent Dyes,TRUE,chemistry
W2010773538,2,Nanostructures,TRUE,chemistry
W2010773538,3,Fluorescent Dyes,FALSE,
W2010773538,4,Hydrogen-Ion Concentration,FALSE,
W2010773538,5,Nanostructures,FALSE,
W2010773538,6,Polymerization,FALSE,
W2010773538,7,Polymers,FALSE,chemistry
W2010773538,8,Polymers,FALSE,
W2010773538,9,"Spectrometry, Fluorescence",FALSE,
W2088661248,1,Anticoagulants,TRUE,administration & dosage
W2088661248,2,Aortic Valve,TRUE,surgery
W2088661248,3,Aspirin,TRUE,administration & dosage
W2088661248,4,Heart Valve Prosthesis,TRUE,adverse effects
W2088661248,5,Heart Valve Prosthesis Implantation,TRUE,
W2088661248,6,Thromboembolism,TRUE,prevention & control
W2088661248,7,Thromboembolism,TRUE,etiology
W2088661248,8,Warfarin,TRUE,administration & dosage
W2088661248,9,Anticoagulants,FALSE,
W2088661248,10,Aortic Valve,FALSE,
W2088661248,11,Aspirin,FALSE,
W2088661248,12,Female,FALSE,
W2088661248,13,Heart Valve Prosthesis,FALSE,
W2088661248,14,Humans,FALSE,
W2088661248,15,Male,FALSE,
W2088661248,16,Middle Aged,FALSE,
W2088661248,17,Prospective Studies,FALSE,
W2088661248,18,Thromboembolism,FALSE,
W2088661248,19,United States,FALSE,
W2088661248,20,United States Food and Drug Administration,FALSE,
W2088661248,21,Warfarin,FALSE,
W2160384401,1,Brain,TRUE,physiopathology
W2160384401,2,Marijuana Smoking,TRUE,
W2160384401,3,Adult,FALSE,
W2160384401,4,Brain,FALSE,pathology
W2160384401,5,Brain,FALSE,
W2160384401,6,Case-Control Studies,FALSE,
W2160384401,7,Female,FALSE,
W2160384401,8,Humans,FALSE,
W2160384401,9,Magnetic Resonance Imaging,FALSE,
W2160384401,10,Male,FALSE,
W2160384401,11,Young Adult,FALSE,
W2044360356,1,Cultural Evolution,TRUE,
W2044360356,2,Information Services,TRUE,
W2044360356,3,Social Sciences,TRUE,trends
W2044360356,4,"Databases, Factual",FALSE,
W2044360356,5,Death Certificates,FALSE,
W2044360356,6,Europe,FALSE,
W2044360356,7,Famous Persons,FALSE,
W2044360356,8,Humans,FALSE,
W2044360356,9,North America,FALSE,
W2044360356,10,Residence Characteristics,FALSE,
W2044360356,11,Social Sciences,FALSE,
W2044360356,12,Spatio-Temporal Analysis,FALSE,
W2151299944,1,Benzofurans,TRUE,pharmacology
W2151299944,2,Eukaryotic Initiation Factor-4E,TRUE,physiology
W2151299944,3,Fragile X Syndrome,TRUE,drug therapy
W2151299944,4,Matrix Metalloproteinase 9,TRUE,genetics
W2151299944,5,Protein Biosynthesis,TRUE,drug effects
W2151299944,6,Adenosine Triphosphatases,FALSE,antagonists & inhibitors
W2151299944,7,Animals,FALSE,
W2151299944,8,Autistic Disorder,FALSE,enzymology
W2151299944,9,Brain,FALSE,enzymology
W2151299944,10,Cation Transport Proteins,FALSE,antagonists & inhibitors
W2151299944,11,"Cells, Cultured",FALSE,
W2151299944,12,Copper-Transporting ATPases,FALSE,
W2151299944,13,Dendritic Spines,FALSE,pathology
W2151299944,14,Enzyme Induction,FALSE,drug effects
W2151299944,15,Female,FALSE,
W2151299944,16,Humans,FALSE,
W2151299944,17,Male,FALSE,
W2151299944,18,"Mice, Inbred C57BL",FALSE,
W2151299944,19,"Mice, Transgenic",FALSE,
W2151299944,20,Phenotype,FALSE,
W2151299944,21,Phosphorylation,FALSE,
W2151299944,22,"Protein Processing, Post-Translational",FALSE,
W2151299944,23,"Receptors, Metabotropic Glutamate",FALSE,genetics
W2024610893,1,"Electrodes, Implanted",TRUE,
W2024610893,2,Mechanical Phenomena,TRUE,
W2024610893,3,Organic Chemicals,TRUE,
W2024610893,4,"Transistors, Electronic",TRUE,
W2024610893,5,Animals,FALSE,
W2024610893,6,Rats,FALSE,
W2315889211,1,Glucagon-Like Peptide 1,TRUE,
W2315889211,2,Animals,FALSE,
W2315889211,3,Diabetes Mellitus,FALSE,
W2315889211,4,Diabetes Mellitus,FALSE,metabolism
W2315889211,5,Diabetes Mellitus,FALSE,drug therapy
W2315889211,6,Glucagon-Like Peptide 1,FALSE,therapeutic use
W2315889211,7,Glucagon-Like Peptide 1,FALSE,metabolism
W2315889211,8,Humans,FALSE,
W2315889211,9,Insulin-Secreting Cells,FALSE,metabolism
W2315889211,10,Insulin-Secreting Cells,FALSE,
W2315889211,11,Molecular Imaging,FALSE,
