id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W2026421869,0,https://doi.org/10.1016/j.memsci.2008.12.006,Journal of Membrane Science,Mixed-matrix membranes containing MOF-5 for gas separations,2008-12-09,FALSE,556,article,journal-article,,1,A5016105595,first,,Edson V. Perez,,I162577319,1
W2026421869,0,https://doi.org/10.1016/j.memsci.2008.12.006,Journal of Membrane Science,Mixed-matrix membranes containing MOF-5 for gas separations,2008-12-09,FALSE,556,article,journal-article,,2,A5068374736,middle,,Kenneth J. Balkus,,I162577319,1
W2026421869,0,https://doi.org/10.1016/j.memsci.2008.12.006,Journal of Membrane Science,Mixed-matrix membranes containing MOF-5 for gas separations,2008-12-09,FALSE,556,article,journal-article,,3,A5040811912,middle,,John P. Ferraris,,I162577319,1
W2026421869,0,https://doi.org/10.1016/j.memsci.2008.12.006,Journal of Membrane Science,Mixed-matrix membranes containing MOF-5 for gas separations,2008-12-09,FALSE,556,article,journal-article,,4,A5110451687,last,,Inga H. Musselman,,I162577319,1
W2327011266,150,https://doi.org/10.1128/ecosal.5.2.3,EcoSal Plus,Modulation of Chemical Composition and Other Parameters of the Cell at Different Exponential Growth Rates,2008-01-12,FALSE,502,article,journal-article,26443740,1,A5049021799,first,,H. J. Bremer,,I162577319,1
W2327011266,150,https://doi.org/10.1128/ecosal.5.2.3,EcoSal Plus,Modulation of Chemical Composition and Other Parameters of the Cell at Different Exponential Growth Rates,2008-01-12,FALSE,502,article,journal-article,26443740,2,A5112530628,last,,Patrick P. Dennis,,I141945490,1
W2093196984,71,https://doi.org/10.1063/1.2883956,Applied Physics Letters,GaAs interfacial self-cleaning by atomic layer deposition,2008-02-18,FALSE,374,article,journal-article,,1,A5078398095,first,,Christopher L. Hinkle,,I162577319,1
W2093196984,71,https://doi.org/10.1063/1.2883956,Applied Physics Letters,GaAs interfacial self-cleaning by atomic layer deposition,2008-02-18,FALSE,374,article,journal-article,,2,A5082510975,middle,,Arif Sonnet,,I162577319,1
W2093196984,71,https://doi.org/10.1063/1.2883956,Applied Physics Letters,GaAs interfacial self-cleaning by atomic layer deposition,2008-02-18,FALSE,374,article,journal-article,,3,A5049480520,middle,,Eric M. Vogel,,I162577319,1
W2093196984,71,https://doi.org/10.1063/1.2883956,Applied Physics Letters,GaAs interfacial self-cleaning by atomic layer deposition,2008-02-18,FALSE,374,article,journal-article,,4,A5026061865,middle,,Stephen McDonnell,,I42934936,1
W2093196984,71,https://doi.org/10.1063/1.2883956,Applied Physics Letters,GaAs interfacial self-cleaning by atomic layer deposition,2008-02-18,FALSE,374,article,journal-article,,5,A5036819179,middle,,G. Hughes,,I42934936,1
