id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,raw_affl,athr_name,inst,inst_id,which_affl
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,1,A5014694160,first,,David A. Case,,I102322142,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,2,A5072718512,middle,,Hasan Metin Aktulga,,I87216513,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,2,A5072718512,middle,,Hasan Metin Aktulga,,I4210111179,2
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,3,A5108282587,middle,,Kellon Belfon,,I4387155551,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,4,A5015644548,middle,,David S. Cerutti,,I4210161154,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,5,A5048229424,middle,,G. Andrés Cisneros,,I162577319,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,6,A5037862899,middle,,Vinícius Wilian D. Cruzeiro,,I4210145745,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,6,A5037862899,middle,,Vinícius Wilian D. Cruzeiro,,I97018004,2
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,7,A5081213503,middle,,Negin Forouzesh,,I27825529,1
W4387440676,30,https://doi.org/10.1021/acs.jcim.3c01153,Journal of Chemical Information and Modeling,AmberTools,2023-10-08,FALSE,506,article,journal-article,37805934,8,A5007304685,middle,,Timothy J. Giese,,I4210098931,1
